Child_ID,SoC_variant,theta,p_gen,true_prior,run_number,seed,attempts,unique_key_box_pairs,revisit_attempts,revisit_rate,attempts_before_abandoning_color_matching,color_matching_abandoned,boxes_opened,solved,final_theta,trajectory_file
D019,SoC-Gen,"(19, 1)",0.8,0.02,1,4287392818830078990,18,18,0,0.0,2,True,5,True,0.9548563611491108,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_001.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,2,2058982853997987712,33,30,3,0.09375,1,True,5,True,0.9419143714207799,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_002.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,3,6954901749500457641,18,18,0,0.0,0,True,5,True,0.9529757188796196,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_003.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,4,721068262616856364,12,12,0,0.0,1,True,5,True,0.958295711060948,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_004.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,5,8156004888950934902,21,21,0,0.0,2,True,5,True,0.9470827679782904,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_005.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,6,3756875255576948106,27,26,1,0.038461538461538464,1,True,5,True,0.9510869565217391,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_006.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,7,2423433450897170652,14,14,0,0.0,1,True,5,True,0.9534868129416753,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_007.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,8,4469638550001659910,15,15,0,0.0,2,True,5,True,0.9561643835616438,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_008.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,9,2755652619655161922,21,21,0,0.0,1,True,5,True,0.94,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_009.json
D019,SoC-Gen,"(19, 1)",0.8,0.02,10,3098276049094549761,34,30,4,0.12121212121212122,2,True,5,True,0.9331847945157948,SoC-Gen\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02\D019__SoC-Gen__theta_19_1__pgen_0.8__prior_0.02__run_010.json
