theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.4,0.02,1,0.99,0.01,0.0,0.0,0.0,0.0
"(1,3)",0.4,0.02,2,0.88,0.12,0.0,0.0,0.0,0.0
"(1,3)",0.4,0.02,3,0.81,0.19,0.0,0.0,0.0,0.0
"(1,3)",0.4,0.02,4,0.69,0.31,0.0,0.0,0.0,0.0
"(1,3)",0.4,0.02,5,0.55,0.39,0.06,0.0,0.0,0.0
"(1,3)",0.4,0.02,6,0.44,0.47,0.08,0.01,0.0,0.0
"(1,3)",0.4,0.02,7,0.3,0.57,0.12,0.01,0.0,0.0
"(1,3)",0.4,0.02,8,0.24,0.56,0.19,0.0,0.01,0.0
"(1,3)",0.4,0.02,9,0.18,0.57,0.22,0.02,0.01,0.0
"(1,3)",0.4,0.02,10,0.16,0.54,0.21,0.08,0.01,0.0
"(1,3)",0.4,0.02,11,0.11,0.49,0.29,0.09,0.02,0.0
"(1,3)",0.4,0.02,12,0.1,0.42,0.32,0.13,0.03,0.0
"(1,3)",0.4,0.02,13,0.1,0.37,0.32,0.17,0.04,0.0
"(1,3)",0.4,0.02,14,0.09,0.35,0.29,0.22,0.05,0.0
"(1,3)",0.4,0.02,15,0.06,0.34,0.28,0.22,0.1,0.0
"(1,3)",0.4,0.02,16,0.05,0.27,0.32,0.23,0.1,0.03
"(1,3)",0.4,0.02,17,0.05,0.26,0.29,0.22,0.15,0.03
"(1,3)",0.4,0.02,18,0.05,0.23,0.29,0.22,0.17,0.04
"(1,3)",0.4,0.02,19,0.04,0.24,0.26,0.23,0.14,0.09
"(1,3)",0.4,0.02,20,0.04,0.23,0.23,0.26,0.13,0.11
"(1,3)",0.4,0.02,21,0.04,0.22,0.22,0.24,0.14,0.14
"(1,3)",0.4,0.02,22,0.03,0.22,0.21,0.22,0.13,0.19
"(1,3)",0.4,0.02,23,0.03,0.2,0.21,0.2,0.13,0.23
"(1,3)",0.4,0.02,24,0.01,0.19,0.22,0.21,0.11,0.26
"(1,3)",0.4,0.02,25,0.01,0.19,0.18,0.22,0.13,0.27
"(1,3)",0.4,0.02,26,0.01,0.19,0.17,0.19,0.16,0.28
"(1,3)",0.4,0.02,27,0.01,0.19,0.17,0.16,0.15,0.32
"(1,3)",0.4,0.02,28,0.01,0.17,0.18,0.17,0.12,0.35
"(1,3)",0.4,0.02,29,0.01,0.16,0.15,0.2,0.1,0.38
"(1,3)",0.4,0.02,30,0.01,0.15,0.16,0.19,0.09,0.4
"(1,3)",0.4,0.02,31,0.01,0.15,0.15,0.19,0.09,0.41
"(1,3)",0.4,0.02,32,0.01,0.13,0.14,0.19,0.11,0.42
"(1,3)",0.4,0.02,33,0.01,0.13,0.14,0.18,0.09,0.45
"(1,3)",0.4,0.02,34,0.01,0.13,0.14,0.16,0.1,0.46
"(1,3)",0.4,0.02,35,0.01,0.13,0.14,0.16,0.1,0.46
"(1,3)",0.4,0.02,36,0.01,0.13,0.13,0.17,0.08,0.48
"(1,3)",0.4,0.02,37,0.01,0.13,0.11,0.18,0.07,0.5
"(1,3)",0.4,0.02,38,0.01,0.13,0.11,0.16,0.08,0.51
"(1,3)",0.4,0.02,39,0.01,0.12,0.12,0.14,0.07,0.54
"(1,3)",0.4,0.02,40,0.01,0.12,0.12,0.12,0.07,0.56
"(1,3)",0.4,0.02,41,0.01,0.12,0.11,0.13,0.05,0.58
"(1,3)",0.4,0.02,42,0.01,0.11,0.11,0.14,0.04,0.59
"(1,3)",0.4,0.02,43,0.01,0.11,0.11,0.13,0.04,0.6
"(1,3)",0.4,0.02,44,0.01,0.11,0.1,0.14,0.04,0.6
"(1,3)",0.4,0.02,45,0.01,0.1,0.11,0.14,0.03,0.61
"(1,3)",0.4,0.02,46,0.01,0.09,0.11,0.15,0.03,0.61
"(1,3)",0.4,0.02,47,0.01,0.09,0.11,0.13,0.04,0.62
"(1,3)",0.4,0.02,48,0.01,0.09,0.1,0.13,0.04,0.63
"(1,3)",0.4,0.02,49,0.01,0.09,0.1,0.11,0.06,0.63
"(1,3)",0.4,0.02,50,0.01,0.09,0.1,0.11,0.06,0.63
"(1,3)",0.4,0.02,51,0.01,0.09,0.1,0.09,0.07,0.64
"(1,3)",0.4,0.02,52,0.01,0.09,0.09,0.1,0.07,0.64
"(1,3)",0.4,0.02,53,0.01,0.09,0.09,0.09,0.07,0.65
"(1,3)",0.4,0.02,54,0.01,0.09,0.09,0.08,0.07,0.66
