theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.1,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,2)",0.1,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(1,2)",0.1,0.02,3,1.0,0.0,0.0,0.0,0.0,0.0
"(1,2)",0.1,0.02,4,0.99,0.01,0.0,0.0,0.0,0.0
"(1,2)",0.1,0.02,5,0.99,0.01,0.0,0.0,0.0,0.0
"(1,2)",0.1,0.02,6,0.96,0.03,0.01,0.0,0.0,0.0
"(1,2)",0.1,0.02,7,0.92,0.06,0.02,0.0,0.0,0.0
"(1,2)",0.1,0.02,8,0.9,0.06,0.03,0.01,0.0,0.0
"(1,2)",0.1,0.02,9,0.83,0.11,0.05,0.01,0.0,0.0
"(1,2)",0.1,0.02,10,0.79,0.11,0.05,0.05,0.0,0.0
"(1,2)",0.1,0.02,11,0.78,0.08,0.07,0.05,0.02,0.0
"(1,2)",0.1,0.02,12,0.75,0.07,0.07,0.08,0.02,0.01
"(1,2)",0.1,0.02,13,0.66,0.15,0.03,0.09,0.05,0.02
"(1,2)",0.1,0.02,14,0.6,0.18,0.04,0.09,0.05,0.04
"(1,2)",0.1,0.02,15,0.59,0.12,0.09,0.09,0.05,0.06
"(1,2)",0.1,0.02,16,0.56,0.1,0.08,0.12,0.07,0.07
"(1,2)",0.1,0.02,17,0.54,0.11,0.06,0.11,0.11,0.07
"(1,2)",0.1,0.02,18,0.53,0.11,0.03,0.11,0.11,0.11
"(1,2)",0.1,0.02,19,0.51,0.11,0.03,0.1,0.07,0.18
"(1,2)",0.1,0.02,20,0.51,0.09,0.03,0.09,0.06,0.22
"(1,2)",0.1,0.02,21,0.47,0.12,0.03,0.08,0.05,0.25
"(1,2)",0.1,0.02,22,0.44,0.15,0.01,0.09,0.06,0.25
"(1,2)",0.1,0.02,23,0.43,0.14,0.02,0.05,0.08,0.28
"(1,2)",0.1,0.02,24,0.35,0.16,0.07,0.05,0.04,0.33
"(1,2)",0.1,0.02,25,0.32,0.18,0.05,0.07,0.02,0.36
"(1,2)",0.1,0.02,26,0.28,0.17,0.06,0.09,0.02,0.38
"(1,2)",0.1,0.02,27,0.27,0.15,0.06,0.04,0.08,0.4
"(1,2)",0.1,0.02,28,0.26,0.15,0.03,0.08,0.02,0.46
"(1,2)",0.1,0.02,29,0.25,0.14,0.04,0.06,0.04,0.47
"(1,2)",0.1,0.02,30,0.24,0.14,0.02,0.06,0.06,0.48
"(1,2)",0.1,0.02,31,0.22,0.14,0.03,0.05,0.06,0.5
"(1,2)",0.1,0.02,32,0.2,0.14,0.03,0.06,0.05,0.52
"(1,2)",0.1,0.02,33,0.2,0.1,0.05,0.04,0.07,0.54
"(1,2)",0.1,0.02,34,0.18,0.12,0.03,0.05,0.03,0.59
"(1,2)",0.1,0.02,35,0.18,0.11,0.03,0.03,0.06,0.59
"(1,2)",0.1,0.02,36,0.14,0.14,0.02,0.05,0.03,0.62
"(1,2)",0.1,0.02,37,0.12,0.16,0.01,0.03,0.06,0.62
"(1,2)",0.1,0.02,38,0.12,0.14,0.03,0.03,0.03,0.65
"(1,2)",0.1,0.02,39,0.12,0.1,0.07,0.03,0.03,0.65
"(1,2)",0.1,0.02,40,0.12,0.09,0.04,0.07,0.02,0.66
"(1,2)",0.1,0.02,41,0.12,0.08,0.04,0.05,0.05,0.66
"(1,2)",0.1,0.02,42,0.12,0.08,0.02,0.05,0.05,0.68
"(1,2)",0.1,0.02,43,0.12,0.08,0.01,0.05,0.03,0.71
"(1,2)",0.1,0.02,44,0.12,0.06,0.03,0.04,0.03,0.72
"(1,2)",0.1,0.02,45,0.12,0.06,0.02,0.03,0.03,0.74
"(1,2)",0.1,0.02,46,0.11,0.07,0.01,0.04,0.01,0.76
"(1,2)",0.1,0.02,47,0.09,0.09,0.01,0.03,0.01,0.77
"(1,2)",0.1,0.02,48,0.09,0.09,0.01,0.02,0.01,0.78
"(1,2)",0.1,0.02,49,0.07,0.09,0.03,0.01,0.01,0.79
"(1,2)",0.1,0.02,50,0.07,0.07,0.03,0.03,0.0,0.8
"(1,2)",0.1,0.02,51,0.07,0.06,0.04,0.02,0.01,0.8
"(1,2)",0.1,0.02,52,0.06,0.06,0.03,0.04,0.01,0.8
"(1,2)",0.1,0.02,53,0.06,0.05,0.03,0.04,0.02,0.8
"(1,2)",0.1,0.02,54,0.06,0.04,0.03,0.02,0.04,0.81
"(1,2)",0.1,0.02,55,0.06,0.04,0.02,0.03,0.02,0.83
"(1,2)",0.1,0.02,56,0.06,0.04,0.02,0.02,0.03,0.83
"(1,2)",0.1,0.02,57,0.05,0.04,0.02,0.03,0.01,0.85
"(1,2)",0.1,0.02,58,0.05,0.03,0.03,0.02,0.01,0.86
"(1,2)",0.1,0.02,59,0.05,0.03,0.01,0.04,0.0,0.87
"(1,2)",0.1,0.02,60,0.05,0.03,0.01,0.02,0.02,0.87
"(1,2)",0.1,0.02,61,0.05,0.03,0.01,0.02,0.01,0.88
"(1,2)",0.1,0.02,62,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,63,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,64,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,65,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,66,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,67,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,68,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,69,0.05,0.03,0.01,0.02,0.0,0.89
"(1,2)",0.1,0.02,70,0.05,0.03,0.01,0.02,0.0,0.89
