theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(3,1)",0.4,0.02,1,0.93,0.07,0.0,0.0,0.0,0.0
"(3,1)",0.4,0.02,2,0.54,0.46,0.0,0.0,0.0,0.0
"(3,1)",0.4,0.02,3,0.35,0.6,0.05,0.0,0.0,0.0
"(3,1)",0.4,0.02,4,0.19,0.58,0.23,0.0,0.0,0.0
"(3,1)",0.4,0.02,5,0.11,0.52,0.31,0.06,0.0,0.0
"(3,1)",0.4,0.02,6,0.06,0.46,0.31,0.16,0.01,0.0
"(3,1)",0.4,0.02,7,0.02,0.37,0.35,0.23,0.03,0.0
"(3,1)",0.4,0.02,8,0.01,0.35,0.25,0.34,0.05,0.0
"(3,1)",0.4,0.02,9,0.0,0.29,0.26,0.34,0.11,0.0
"(3,1)",0.4,0.02,10,0.0,0.24,0.29,0.29,0.18,0.0
"(3,1)",0.4,0.02,11,0.0,0.17,0.27,0.34,0.2,0.02
"(3,1)",0.4,0.02,12,0.0,0.13,0.27,0.33,0.24,0.03
"(3,1)",0.4,0.02,13,0.0,0.11,0.22,0.38,0.21,0.08
"(3,1)",0.4,0.02,14,0.0,0.1,0.2,0.29,0.29,0.12
"(3,1)",0.4,0.02,15,0.0,0.08,0.2,0.29,0.23,0.2
"(3,1)",0.4,0.02,16,0.0,0.08,0.18,0.26,0.21,0.27
"(3,1)",0.4,0.02,17,0.0,0.08,0.15,0.24,0.23,0.3
"(3,1)",0.4,0.02,18,0.0,0.08,0.14,0.18,0.26,0.34
"(3,1)",0.4,0.02,19,0.0,0.07,0.1,0.21,0.21,0.41
"(3,1)",0.4,0.02,20,0.0,0.07,0.1,0.2,0.14,0.49
"(3,1)",0.4,0.02,21,0.0,0.07,0.09,0.18,0.12,0.54
"(3,1)",0.4,0.02,22,0.0,0.07,0.09,0.14,0.12,0.58
"(3,1)",0.4,0.02,23,0.0,0.07,0.09,0.13,0.1,0.61
"(3,1)",0.4,0.02,24,0.0,0.07,0.09,0.08,0.11,0.65
"(3,1)",0.4,0.02,25,0.0,0.07,0.08,0.07,0.12,0.66
"(3,1)",0.4,0.02,26,0.0,0.07,0.08,0.06,0.08,0.71
"(3,1)",0.4,0.02,27,0.0,0.06,0.09,0.04,0.08,0.73
"(3,1)",0.4,0.02,28,0.0,0.06,0.07,0.06,0.06,0.75
"(3,1)",0.4,0.02,29,0.0,0.06,0.06,0.06,0.06,0.76
"(3,1)",0.4,0.02,30,0.0,0.06,0.06,0.04,0.06,0.78
"(3,1)",0.4,0.02,31,0.0,0.06,0.04,0.06,0.03,0.81
"(3,1)",0.4,0.02,32,0.0,0.06,0.04,0.05,0.03,0.82
"(3,1)",0.4,0.02,33,0.0,0.06,0.04,0.05,0.02,0.83
"(3,1)",0.4,0.02,34,0.0,0.06,0.04,0.05,0.01,0.84
"(3,1)",0.4,0.02,35,0.0,0.06,0.04,0.05,0.01,0.84
"(3,1)",0.4,0.02,36,0.0,0.06,0.04,0.05,0.01,0.84
"(3,1)",0.4,0.02,37,0.0,0.05,0.05,0.03,0.02,0.85
"(3,1)",0.4,0.02,38,0.0,0.05,0.05,0.03,0.02,0.85
"(3,1)",0.4,0.02,39,0.0,0.05,0.05,0.03,0.02,0.85
"(3,1)",0.4,0.02,40,0.0,0.05,0.04,0.04,0.02,0.85
"(3,1)",0.4,0.02,41,0.0,0.05,0.04,0.03,0.03,0.85
"(3,1)",0.4,0.02,42,0.0,0.05,0.04,0.03,0.01,0.87
"(3,1)",0.4,0.02,43,0.0,0.05,0.04,0.02,0.02,0.87
"(3,1)",0.4,0.02,44,0.0,0.05,0.04,0.02,0.02,0.87
"(3,1)",0.4,0.02,45,0.0,0.05,0.04,0.02,0.01,0.88
"(3,1)",0.4,0.02,46,0.0,0.05,0.04,0.02,0.01,0.88
"(3,1)",0.4,0.02,47,0.0,0.05,0.04,0.02,0.01,0.88
"(3,1)",0.4,0.02,48,0.0,0.05,0.04,0.02,0.01,0.88
"(3,1)",0.4,0.02,49,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,50,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,51,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,52,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,53,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,54,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,55,0.0,0.05,0.04,0.02,0.0,0.89
"(3,1)",0.4,0.02,56,0.0,0.05,0.04,0.02,0.0,0.89
