theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.2,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,2)",0.2,0.02,2,0.99,0.01,0.0,0.0,0.0,0.0
"(1,2)",0.2,0.02,3,0.99,0.0,0.01,0.0,0.0,0.0
"(1,2)",0.2,0.02,4,0.96,0.03,0.0,0.01,0.0,0.0
"(1,2)",0.2,0.02,5,0.94,0.04,0.01,0.0,0.01,0.0
"(1,2)",0.2,0.02,6,0.9,0.08,0.01,0.0,0.01,0.0
"(1,2)",0.2,0.02,7,0.86,0.12,0.01,0.0,0.01,0.0
"(1,2)",0.2,0.02,8,0.83,0.14,0.01,0.01,0.0,0.01
"(1,2)",0.2,0.02,9,0.78,0.19,0.01,0.01,0.0,0.01
"(1,2)",0.2,0.02,10,0.75,0.18,0.04,0.01,0.01,0.01
"(1,2)",0.2,0.02,11,0.66,0.24,0.06,0.01,0.01,0.02
"(1,2)",0.2,0.02,12,0.6,0.28,0.04,0.05,0.01,0.02
"(1,2)",0.2,0.02,13,0.52,0.3,0.08,0.05,0.03,0.02
"(1,2)",0.2,0.02,14,0.45,0.3,0.12,0.08,0.02,0.03
"(1,2)",0.2,0.02,15,0.39,0.32,0.11,0.12,0.02,0.04
"(1,2)",0.2,0.02,16,0.34,0.31,0.15,0.13,0.03,0.04
"(1,2)",0.2,0.02,17,0.29,0.33,0.13,0.13,0.07,0.05
"(1,2)",0.2,0.02,18,0.27,0.3,0.12,0.16,0.1,0.05
"(1,2)",0.2,0.02,19,0.23,0.32,0.1,0.16,0.12,0.07
"(1,2)",0.2,0.02,20,0.2,0.34,0.07,0.16,0.16,0.07
"(1,2)",0.2,0.02,21,0.18,0.33,0.09,0.13,0.16,0.11
"(1,2)",0.2,0.02,22,0.18,0.3,0.08,0.14,0.18,0.12
"(1,2)",0.2,0.02,23,0.18,0.28,0.07,0.13,0.17,0.17
"(1,2)",0.2,0.02,24,0.16,0.27,0.07,0.14,0.15,0.21
"(1,2)",0.2,0.02,25,0.16,0.23,0.1,0.09,0.15,0.27
"(1,2)",0.2,0.02,26,0.16,0.22,0.07,0.1,0.13,0.32
"(1,2)",0.2,0.02,27,0.12,0.26,0.03,0.11,0.13,0.35
"(1,2)",0.2,0.02,28,0.1,0.25,0.06,0.09,0.12,0.38
"(1,2)",0.2,0.02,29,0.1,0.23,0.05,0.12,0.1,0.4
"(1,2)",0.2,0.02,30,0.1,0.23,0.03,0.12,0.09,0.43
"(1,2)",0.2,0.02,31,0.1,0.23,0.02,0.09,0.11,0.45
"(1,2)",0.2,0.02,32,0.1,0.2,0.05,0.08,0.1,0.47
"(1,2)",0.2,0.02,33,0.1,0.2,0.05,0.08,0.06,0.51
"(1,2)",0.2,0.02,34,0.1,0.2,0.03,0.08,0.04,0.55
"(1,2)",0.2,0.02,35,0.1,0.19,0.04,0.08,0.02,0.57
"(1,2)",0.2,0.02,36,0.1,0.19,0.03,0.07,0.03,0.58
"(1,2)",0.2,0.02,37,0.09,0.19,0.03,0.07,0.03,0.59
"(1,2)",0.2,0.02,38,0.09,0.19,0.03,0.07,0.03,0.59
"(1,2)",0.2,0.02,39,0.08,0.2,0.03,0.06,0.03,0.6
"(1,2)",0.2,0.02,40,0.08,0.2,0.03,0.05,0.02,0.62
"(1,2)",0.2,0.02,41,0.08,0.2,0.02,0.05,0.02,0.63
"(1,2)",0.2,0.02,42,0.08,0.2,0.02,0.05,0.01,0.64
"(1,2)",0.2,0.02,43,0.08,0.2,0.02,0.04,0.02,0.64
"(1,2)",0.2,0.02,44,0.07,0.21,0.02,0.04,0.01,0.65
"(1,2)",0.2,0.02,45,0.07,0.2,0.03,0.04,0.01,0.65
"(1,2)",0.2,0.02,46,0.07,0.2,0.03,0.03,0.02,0.65
"(1,2)",0.2,0.02,47,0.07,0.2,0.03,0.03,0.01,0.66
"(1,2)",0.2,0.02,48,0.07,0.17,0.06,0.03,0.01,0.66
"(1,2)",0.2,0.02,49,0.07,0.17,0.06,0.03,0.01,0.66
"(1,2)",0.2,0.02,50,0.07,0.17,0.04,0.05,0.01,0.66
"(1,2)",0.2,0.02,51,0.07,0.17,0.04,0.05,0.01,0.66
"(1,2)",0.2,0.02,52,0.07,0.17,0.03,0.06,0.01,0.66
"(1,2)",0.2,0.02,53,0.07,0.17,0.02,0.07,0.01,0.66
"(1,2)",0.2,0.02,54,0.07,0.17,0.02,0.07,0.01,0.66
"(1,2)",0.2,0.02,55,0.06,0.18,0.02,0.05,0.03,0.66
"(1,2)",0.2,0.02,56,0.06,0.17,0.03,0.04,0.03,0.67
"(1,2)",0.2,0.02,57,0.06,0.17,0.03,0.04,0.02,0.68
"(1,2)",0.2,0.02,58,0.06,0.17,0.03,0.04,0.01,0.69
"(1,2)",0.2,0.02,59,0.06,0.16,0.04,0.04,0.01,0.69
"(1,2)",0.2,0.02,60,0.06,0.16,0.04,0.04,0.01,0.69
"(1,2)",0.2,0.02,61,0.05,0.17,0.03,0.05,0.01,0.69
"(1,2)",0.2,0.02,62,0.05,0.17,0.03,0.03,0.03,0.69
"(1,2)",0.2,0.02,63,0.05,0.17,0.03,0.03,0.02,0.7
"(1,2)",0.2,0.02,64,0.05,0.17,0.03,0.03,0.02,0.7
"(1,2)",0.2,0.02,65,0.05,0.17,0.02,0.04,0.01,0.71
"(1,2)",0.2,0.02,66,0.05,0.17,0.02,0.03,0.02,0.71
"(1,2)",0.2,0.02,67,0.05,0.17,0.02,0.03,0.01,0.72
