theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(19,1)",0.6,0.02,1,19,5,True,0.9486228155408137
"(19,1)",0.6,0.02,2,16,5,True,0.953574077178586
"(19,1)",0.6,0.02,3,30,5,True,0.9497832217872627
"(19,1)",0.6,0.02,4,37,5,True,0.9539207813032957
"(19,1)",0.6,0.02,5,15,5,True,0.9562243502051984
"(19,1)",0.6,0.02,6,34,5,True,0.9305871741626744
"(19,1)",0.6,0.02,7,18,5,True,0.9396782841823056
"(19,1)",0.6,0.02,8,23,5,True,0.9562243502051984
"(19,1)",0.6,0.02,9,23,5,True,0.9507634640618917
"(19,1)",0.6,0.02,10,29,5,True,0.9495752145061076
"(19,1)",0.6,0.02,11,27,5,True,0.9539918809201624
"(19,1)",0.6,0.02,12,26,5,True,0.9546011349716257
"(19,1)",0.6,0.02,13,15,5,True,0.9512622335774358
"(19,1)",0.6,0.02,14,14,5,True,0.9523105952403094
"(19,1)",0.6,0.02,15,40,5,True,0.9370816599732262
"(19,1)",0.6,0.02,16,28,5,True,0.9471544715447154
"(19,1)",0.6,0.02,17,27,5,True,0.948614026818763
"(19,1)",0.6,0.02,18,30,5,True,0.9440000000000001
"(19,1)",0.6,0.02,19,14,5,True,0.9386666666666666
"(19,1)",0.6,0.02,20,38,5,True,0.9424545454545455
"(19,1)",0.6,0.02,21,17,5,True,0.9440000000000001
"(19,1)",0.6,0.02,22,8,5,True,0.9586776859504132
"(19,1)",0.6,0.02,23,24,5,True,0.9524913274116018
"(19,1)",0.6,0.02,24,39,5,True,0.9448183041722745
"(19,1)",0.6,0.02,25,12,5,True,0.9586776859504132
"(19,1)",0.6,0.02,26,29,5,True,0.9521004541522491
"(19,1)",0.6,0.02,27,26,5,True,0.9407938661304666
"(19,1)",0.6,0.02,28,45,5,True,0.9361702127659574
"(19,1)",0.6,0.02,29,15,5,True,0.9582028342298563
"(19,1)",0.6,0.02,30,28,5,True,0.9592391304347826
"(19,1)",0.6,0.02,31,17,5,True,0.9576502732240436
"(19,1)",0.6,0.02,32,24,5,True,0.9359999999999999
"(19,1)",0.6,0.02,33,26,5,True,0.939863271332527
"(19,1)",0.6,0.02,34,12,5,True,0.9505847678763816
"(19,1)",0.6,0.02,35,20,5,True,0.9556926594771029
"(19,1)",0.6,0.02,36,33,5,True,0.948
"(19,1)",0.6,0.02,37,25,5,True,0.9475367755948267
"(19,1)",0.6,0.02,38,25,5,True,0.949216639654241
"(19,1)",0.6,0.02,39,16,5,True,0.9459920063948841
"(19,1)",0.6,0.02,40,37,5,True,0.938337801608579
"(19,1)",0.6,0.02,41,20,5,True,0.9586776859504132
"(19,1)",0.6,0.02,42,23,5,True,0.9558670908688772
"(19,1)",0.6,0.02,43,70,4,False,0.30666666666666653
"(19,1)",0.6,0.02,44,29,5,True,0.928476821192053
"(19,1)",0.6,0.02,45,29,5,True,0.9374237855946399
"(19,1)",0.6,0.02,46,30,5,True,0.956343792633015
"(19,1)",0.6,0.02,47,22,5,True,0.956343792633015
"(19,1)",0.6,0.02,48,23,5,True,0.9303422763250033
"(19,1)",0.6,0.02,49,11,5,True,0.9579375848032564
"(19,1)",0.6,0.02,50,18,5,True,0.9591836734693877
"(19,1)",0.6,0.02,51,25,5,True,0.9576639268535886
"(19,1)",0.6,0.02,52,21,5,True,0.9424149077394023
"(19,1)",0.6,0.02,53,12,5,True,0.9573393005377703
"(19,1)",0.6,0.02,54,32,5,True,0.9413333333333332
"(19,1)",0.6,0.02,55,22,5,True,0.9500998219392435
"(19,1)",0.6,0.02,56,30,5,True,0.9331304686540086
"(19,1)",0.6,0.02,57,20,5,True,0.9436044657097288
"(19,1)",0.6,0.02,58,17,5,True,0.956343792633015
"(19,1)",0.6,0.02,59,25,5,True,0.9582737444266846
"(19,1)",0.6,0.02,60,29,5,True,0.9501347708894878
"(19,1)",0.6,0.02,61,31,5,True,0.9536152796725784
"(19,1)",0.6,0.02,62,24,5,True,0.9599457395092057
"(19,1)",0.6,0.02,63,22,5,True,0.9539295392953929
"(19,1)",0.6,0.02,64,22,5,True,0.9522802778616731
"(19,1)",0.6,0.02,65,30,5,True,0.928855919474007
"(19,1)",0.6,0.02,66,30,5,True,0.9440937781785391
"(19,1)",0.6,0.02,67,22,5,True,0.9573590096286106
"(19,1)",0.6,0.02,68,28,5,True,0.9258641754473598
"(19,1)",0.6,0.02,69,36,5,True,0.9496145176567351
"(19,1)",0.6,0.02,70,21,5,True,0.9472972972972973
