theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,2)",0.2,0.02,1,23,5,True,0.7085201793721972
"(1,2)",0.2,0.02,2,70,3,False,0.42801204435027757
"(1,2)",0.2,0.02,3,37,5,True,0.6954981309188468
"(1,2)",0.2,0.02,4,23,5,True,0.6965475811012296
"(1,2)",0.2,0.02,5,33,5,True,0.6971280502567268
"(1,2)",0.2,0.02,6,26,5,True,0.6396407656682959
"(1,2)",0.2,0.02,7,32,5,True,0.7181818181818181
"(1,2)",0.2,0.02,8,17,5,True,0.6899424778870977
"(1,2)",0.2,0.02,9,23,5,True,0.65454162437214
"(1,2)",0.2,0.02,10,35,5,True,0.6652719665271967
"(1,2)",0.2,0.02,11,32,5,True,0.7013658379536947
"(1,2)",0.2,0.02,12,63,5,True,0.7285067873303167
"(1,2)",0.2,0.02,13,70,1,False,0.07437439166737886
"(1,2)",0.2,0.02,14,29,5,True,0.6964285714285714
"(1,2)",0.2,0.02,15,33,5,True,0.7149200710479574
"(1,2)",0.2,0.02,16,70,1,False,0.06976762970514602
"(1,2)",0.2,0.02,17,34,5,True,0.6265060240963856
"(1,2)",0.2,0.02,18,70,1,False,0.10793726643435082
"(1,2)",0.2,0.02,19,25,5,True,0.6317368588857308
"(1,2)",0.2,0.02,20,23,5,True,0.6460813320337578
"(1,2)",0.2,0.02,21,21,5,True,0.6730052209267293
"(1,2)",0.2,0.02,22,70,1,False,0.07499851504409803
"(1,2)",0.2,0.02,23,14,5,True,0.6665105249290043
"(1,2)",0.2,0.02,24,33,5,True,0.6600299900033322
"(1,2)",0.2,0.02,25,24,5,True,0.6783233690436334
"(1,2)",0.2,0.02,26,70,1,False,0.0743873523596716
"(1,2)",0.2,0.02,27,65,5,True,0.5526922161351379
"(1,2)",0.2,0.02,28,25,5,True,0.7149200710479574
"(1,2)",0.2,0.02,29,8,5,True,0.7066208624187866
"(1,2)",0.2,0.02,30,28,5,True,0.6673929453163706
"(1,2)",0.2,0.02,31,57,5,True,0.6722605450638923
"(1,2)",0.2,0.02,32,24,5,True,0.6910512170193436
"(1,2)",0.2,0.02,33,70,1,False,0.07405707978690731
"(1,2)",0.2,0.02,34,70,0,False,0.058335307624445956
"(1,2)",0.2,0.02,35,25,5,True,0.6810744979089111
"(1,2)",0.2,0.02,36,70,1,False,0.07440325168678787
"(1,2)",0.2,0.02,37,70,0,False,0.05359481232485334
"(1,2)",0.2,0.02,38,27,5,True,0.7222222222222222
"(1,2)",0.2,0.02,39,67,5,True,0.7117117117117117
"(1,2)",0.2,0.02,40,70,1,False,0.0835032088861188
"(1,2)",0.2,0.02,41,40,5,True,0.7072072072072072
"(1,2)",0.2,0.02,42,47,5,True,0.6056708178624349
"(1,2)",0.2,0.02,43,56,5,True,0.726027397260274
"(1,2)",0.2,0.02,44,25,5,True,0.6698570929385345
"(1,2)",0.2,0.02,45,28,5,True,0.6890157890361146
"(1,2)",0.2,0.02,46,31,5,True,0.6250566636446058
"(1,2)",0.2,0.02,47,21,5,True,0.7170515276797419
"(1,2)",0.2,0.02,48,42,5,True,0.7174887892376681
"(1,2)",0.2,0.02,49,25,5,True,0.7214611872146118
"(1,2)",0.2,0.02,50,44,5,True,0.6977777777777778
"(1,2)",0.2,0.02,51,70,3,False,0.32146330207344154
"(1,2)",0.2,0.02,52,70,0,False,0.06043931955435797
"(1,2)",0.2,0.02,53,19,5,True,0.7073761467889909
"(1,2)",0.2,0.02,54,27,5,True,0.6914913951411626
"(1,2)",0.2,0.02,55,70,1,False,0.08182015707968132
"(1,2)",0.2,0.02,56,26,5,True,0.6885964912280702
"(1,2)",0.2,0.02,57,19,5,True,0.7139070146818924
"(1,2)",0.2,0.02,58,15,5,True,0.7110606726216625
"(1,2)",0.2,0.02,59,58,5,True,0.6141732283464567
"(1,2)",0.2,0.02,60,30,5,True,0.6951226140339016
"(1,2)",0.2,0.02,61,70,5,True,0.6205533596837944
"(1,2)",0.2,0.02,62,70,2,False,0.23629995198364648
"(1,2)",0.2,0.02,63,70,1,False,0.07553663400488836
"(1,2)",0.2,0.02,64,22,5,True,0.726027397260274
"(1,2)",0.2,0.02,65,27,5,True,0.6924572857341297
"(1,2)",0.2,0.02,66,24,5,True,0.7222222222222222
"(1,2)",0.2,0.02,67,70,1,False,0.07388840281243514
"(1,2)",0.2,0.02,68,26,5,True,0.6926706104636721
"(1,2)",0.2,0.02,69,24,5,True,0.6677368269550453
"(1,2)",0.2,0.02,70,70,0,False,0.058093081636000035
"(1,2)",0.2,0.02,71,26,5,True,0.7247706422018348
"(1,2)",0.2,0.02,72,11,5,True,0.7222222222222222
"(1,2)",0.2,0.02,73,40,5,True,0.6421732873657482
"(1,2)",0.2,0.02,74,29,5,True,0.6872917037998854
"(1,2)",0.2,0.02,75,28,5,True,0.6439964246167834
"(1,2)",0.2,0.02,76,70,2,False,0.2425216839433044
"(1,2)",0.2,0.02,77,34,5,True,0.6290322580645161
"(1,2)",0.2,0.02,78,25,5,True,0.6576985898821266
"(1,2)",0.2,0.02,79,70,1,False,0.11446760717989977
"(1,2)",0.2,0.02,80,70,1,False,0.11178062752544266
"(1,2)",0.2,0.02,81,21,5,True,0.7142857142857142
"(1,2)",0.2,0.02,82,36,5,True,0.6663858697632056
"(1,2)",0.2,0.02,83,30,5,True,0.6794463200890097
"(1,2)",0.2,0.02,84,30,5,True,0.6549946433484318
"(1,2)",0.2,0.02,85,33,5,True,0.6565218279352983
"(1,2)",0.2,0.02,86,70,1,False,0.07609528943125055
"(1,2)",0.2,0.02,87,70,0,False,0.06907106801273746
"(1,2)",0.2,0.02,88,39,5,True,0.6650946933288615
"(1,2)",0.2,0.02,89,23,5,True,0.7168949771689497
"(1,2)",0.2,0.02,90,70,3,False,0.4015726712564563
"(1,2)",0.2,0.02,91,21,5,True,0.7247706422018348
"(1,2)",0.2,0.02,92,70,2,False,0.3229387534761028
"(1,2)",0.2,0.02,93,34,5,True,0.7012959866220735
"(1,2)",0.2,0.02,94,70,1,False,0.10552524397058638
"(1,2)",0.2,0.02,95,31,5,True,0.6391573293259483
"(1,2)",0.2,0.02,96,41,5,True,0.6749001378880426
"(1,2)",0.2,0.02,97,35,5,True,0.6303090821842501
"(1,2)",0.2,0.02,98,34,5,True,0.7029555054528344
"(1,2)",0.2,0.02,99,70,1,False,0.15294654073575223
"(1,2)",0.2,0.02,100,26,5,True,0.6767879553660964
