theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(9,1)",0.8,0.02,1,0.51,0.49,0.0,0.0,0.0,0.0
"(9,1)",0.8,0.02,2,0.46,0.46,0.08,0.0,0.0,0.0
"(9,1)",0.8,0.02,3,0.4,0.41,0.17,0.02,0.0,0.0
"(9,1)",0.8,0.02,4,0.34,0.37,0.27,0.02,0.0,0.0
"(9,1)",0.8,0.02,5,0.28,0.39,0.27,0.05,0.01,0.0
"(9,1)",0.8,0.02,6,0.23,0.4,0.28,0.08,0.01,0.0
"(9,1)",0.8,0.02,7,0.21,0.39,0.3,0.08,0.01,0.01
"(9,1)",0.8,0.02,8,0.2,0.34,0.32,0.1,0.03,0.01
"(9,1)",0.8,0.02,9,0.18,0.32,0.29,0.17,0.02,0.02
"(9,1)",0.8,0.02,10,0.14,0.31,0.29,0.19,0.05,0.02
"(9,1)",0.8,0.02,11,0.11,0.31,0.28,0.21,0.07,0.02
"(9,1)",0.8,0.02,12,0.1,0.32,0.22,0.24,0.09,0.03
"(9,1)",0.8,0.02,13,0.08,0.3,0.23,0.23,0.12,0.04
"(9,1)",0.8,0.02,14,0.07,0.27,0.24,0.21,0.14,0.07
"(9,1)",0.8,0.02,15,0.06,0.24,0.23,0.23,0.14,0.1
"(9,1)",0.8,0.02,16,0.06,0.22,0.2,0.22,0.18,0.12
"(9,1)",0.8,0.02,17,0.05,0.19,0.18,0.2,0.23,0.15
"(9,1)",0.8,0.02,18,0.05,0.15,0.2,0.16,0.25,0.19
"(9,1)",0.8,0.02,19,0.05,0.11,0.22,0.13,0.23,0.26
"(9,1)",0.8,0.02,20,0.05,0.09,0.21,0.14,0.18,0.33
"(9,1)",0.8,0.02,21,0.05,0.07,0.21,0.12,0.15,0.4
"(9,1)",0.8,0.02,22,0.05,0.05,0.19,0.13,0.15,0.43
"(9,1)",0.8,0.02,23,0.05,0.04,0.17,0.14,0.15,0.45
"(9,1)",0.8,0.02,24,0.04,0.05,0.15,0.15,0.08,0.53
"(9,1)",0.8,0.02,25,0.03,0.05,0.09,0.2,0.08,0.55
"(9,1)",0.8,0.02,26,0.01,0.06,0.08,0.17,0.11,0.57
"(9,1)",0.8,0.02,27,0.01,0.05,0.08,0.16,0.1,0.6
"(9,1)",0.8,0.02,28,0.01,0.04,0.07,0.17,0.05,0.66
"(9,1)",0.8,0.02,29,0.01,0.04,0.04,0.16,0.08,0.67
"(9,1)",0.8,0.02,30,0.01,0.04,0.02,0.13,0.1,0.7
"(9,1)",0.8,0.02,31,0.01,0.04,0.01,0.11,0.11,0.72
"(9,1)",0.8,0.02,32,0.01,0.04,0.01,0.08,0.11,0.75
"(9,1)",0.8,0.02,33,0.01,0.04,0.01,0.08,0.09,0.77
"(9,1)",0.8,0.02,34,0.01,0.03,0.01,0.07,0.06,0.82
"(9,1)",0.8,0.02,35,0.01,0.02,0.01,0.04,0.08,0.84
