theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(6,1)",0.8,0.02,1,0.57,0.43,0.0,0.0,0.0,0.0
"(6,1)",0.8,0.02,2,0.51,0.45,0.04,0.0,0.0,0.0
"(6,1)",0.8,0.02,3,0.46,0.4,0.13,0.01,0.0,0.0
"(6,1)",0.8,0.02,4,0.39,0.36,0.23,0.02,0.0,0.0
"(6,1)",0.8,0.02,5,0.34,0.38,0.23,0.05,0.0,0.0
"(6,1)",0.8,0.02,6,0.3,0.34,0.27,0.09,0.0,0.0
"(6,1)",0.8,0.02,7,0.26,0.33,0.28,0.11,0.02,0.0
"(6,1)",0.8,0.02,8,0.26,0.3,0.27,0.13,0.04,0.0
"(6,1)",0.8,0.02,9,0.23,0.27,0.31,0.13,0.06,0.0
"(6,1)",0.8,0.02,10,0.17,0.31,0.3,0.13,0.08,0.01
"(6,1)",0.8,0.02,11,0.16,0.29,0.27,0.19,0.07,0.02
"(6,1)",0.8,0.02,12,0.14,0.3,0.24,0.2,0.08,0.04
"(6,1)",0.8,0.02,13,0.14,0.23,0.25,0.25,0.06,0.07
"(6,1)",0.8,0.02,14,0.12,0.23,0.25,0.18,0.14,0.08
"(6,1)",0.8,0.02,15,0.1,0.24,0.19,0.24,0.13,0.1
"(6,1)",0.8,0.02,16,0.1,0.24,0.16,0.19,0.2,0.11
"(6,1)",0.8,0.02,17,0.1,0.23,0.15,0.17,0.18,0.17
"(6,1)",0.8,0.02,18,0.08,0.24,0.12,0.19,0.2,0.17
"(6,1)",0.8,0.02,19,0.08,0.22,0.11,0.15,0.21,0.23
"(6,1)",0.8,0.02,20,0.07,0.22,0.09,0.16,0.18,0.28
"(6,1)",0.8,0.02,21,0.07,0.21,0.09,0.11,0.2,0.32
"(6,1)",0.8,0.02,22,0.06,0.2,0.1,0.1,0.16,0.38
"(6,1)",0.8,0.02,23,0.06,0.18,0.07,0.12,0.18,0.39
"(6,1)",0.8,0.02,24,0.06,0.16,0.08,0.12,0.14,0.44
"(6,1)",0.8,0.02,25,0.06,0.14,0.08,0.13,0.11,0.48
"(6,1)",0.8,0.02,26,0.05,0.14,0.08,0.11,0.09,0.53
"(6,1)",0.8,0.02,27,0.05,0.14,0.07,0.08,0.12,0.54
"(6,1)",0.8,0.02,28,0.05,0.11,0.08,0.08,0.11,0.57
"(6,1)",0.8,0.02,29,0.05,0.09,0.09,0.07,0.1,0.6
"(6,1)",0.8,0.02,30,0.04,0.08,0.09,0.08,0.08,0.63
"(6,1)",0.8,0.02,31,0.04,0.08,0.08,0.07,0.1,0.63
"(6,1)",0.8,0.02,32,0.04,0.08,0.06,0.08,0.08,0.66
"(6,1)",0.8,0.02,33,0.04,0.08,0.05,0.09,0.05,0.69
"(6,1)",0.8,0.02,34,0.04,0.08,0.04,0.07,0.07,0.7
"(6,1)",0.8,0.02,35,0.04,0.08,0.03,0.06,0.03,0.76
"(6,1)",0.8,0.02,36,0.04,0.08,0.02,0.06,0.04,0.76
"(6,1)",0.8,0.02,37,0.04,0.07,0.03,0.05,0.04,0.77
"(6,1)",0.8,0.02,38,0.03,0.08,0.03,0.04,0.03,0.79
"(6,1)",0.8,0.02,39,0.03,0.08,0.03,0.03,0.04,0.79
"(6,1)",0.8,0.02,40,0.03,0.07,0.04,0.02,0.04,0.8
"(6,1)",0.8,0.02,41,0.03,0.07,0.03,0.03,0.04,0.8
"(6,1)",0.8,0.02,42,0.03,0.07,0.03,0.03,0.02,0.82
