theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.5,0.02,1,0.86,0.14,0.0,0.0,0.0,0.0
"(1,3)",0.5,0.02,2,0.73,0.27,0.0,0.0,0.0,0.0
"(1,3)",0.5,0.02,3,0.56,0.44,0.0,0.0,0.0,0.0
"(1,3)",0.5,0.02,4,0.39,0.58,0.03,0.0,0.0,0.0
"(1,3)",0.5,0.02,5,0.29,0.64,0.07,0.0,0.0,0.0
"(1,3)",0.5,0.02,6,0.2,0.67,0.11,0.02,0.0,0.0
"(1,3)",0.5,0.02,7,0.14,0.64,0.19,0.03,0.0,0.0
"(1,3)",0.5,0.02,8,0.14,0.54,0.23,0.08,0.01,0.0
"(1,3)",0.5,0.02,9,0.09,0.53,0.29,0.07,0.02,0.0
"(1,3)",0.5,0.02,10,0.06,0.47,0.32,0.12,0.03,0.0
"(1,3)",0.5,0.02,11,0.05,0.42,0.3,0.2,0.03,0.0
"(1,3)",0.5,0.02,12,0.04,0.37,0.32,0.22,0.05,0.0
"(1,3)",0.5,0.02,13,0.03,0.31,0.36,0.2,0.08,0.02
"(1,3)",0.5,0.02,14,0.02,0.26,0.38,0.24,0.07,0.03
"(1,3)",0.5,0.02,15,0.02,0.23,0.38,0.23,0.08,0.06
"(1,3)",0.5,0.02,16,0.02,0.23,0.34,0.24,0.11,0.06
"(1,3)",0.5,0.02,17,0.02,0.19,0.33,0.26,0.1,0.1
"(1,3)",0.5,0.02,18,0.02,0.19,0.27,0.29,0.11,0.12
"(1,3)",0.5,0.02,19,0.02,0.17,0.27,0.29,0.1,0.15
"(1,3)",0.5,0.02,20,0.02,0.17,0.24,0.28,0.13,0.16
"(1,3)",0.5,0.02,21,0.02,0.17,0.22,0.28,0.13,0.18
"(1,3)",0.5,0.02,22,0.02,0.15,0.24,0.24,0.13,0.22
"(1,3)",0.5,0.02,23,0.02,0.15,0.22,0.25,0.12,0.24
"(1,3)",0.5,0.02,24,0.02,0.15,0.2,0.21,0.16,0.26
"(1,3)",0.5,0.02,25,0.02,0.14,0.2,0.19,0.15,0.3
"(1,3)",0.5,0.02,26,0.02,0.14,0.18,0.18,0.15,0.33
"(1,3)",0.5,0.02,27,0.02,0.14,0.17,0.14,0.16,0.37
"(1,3)",0.5,0.02,28,0.02,0.14,0.16,0.14,0.14,0.4
"(1,3)",0.5,0.02,29,0.02,0.14,0.16,0.14,0.13,0.41
"(1,3)",0.5,0.02,30,0.01,0.15,0.14,0.14,0.13,0.43
"(1,3)",0.5,0.02,31,0.01,0.15,0.14,0.12,0.13,0.45
"(1,3)",0.5,0.02,32,0.01,0.14,0.15,0.1,0.12,0.48
"(1,3)",0.5,0.02,33,0.01,0.14,0.15,0.1,0.1,0.5
"(1,3)",0.5,0.02,34,0.01,0.14,0.15,0.1,0.05,0.55
"(1,3)",0.5,0.02,35,0.01,0.14,0.15,0.1,0.05,0.55
"(1,3)",0.5,0.02,36,0.01,0.14,0.15,0.1,0.04,0.56
"(1,3)",0.5,0.02,37,0.01,0.14,0.15,0.1,0.04,0.56
"(1,3)",0.5,0.02,38,0.01,0.14,0.15,0.1,0.02,0.58
"(1,3)",0.5,0.02,39,0.01,0.14,0.14,0.1,0.02,0.59
"(1,3)",0.5,0.02,40,0.01,0.14,0.14,0.1,0.02,0.59
"(1,3)",0.5,0.02,41,0.01,0.13,0.15,0.1,0.02,0.59
"(1,3)",0.5,0.02,42,0.01,0.13,0.15,0.09,0.02,0.6
"(1,3)",0.5,0.02,43,0.01,0.13,0.15,0.09,0.02,0.6
"(1,3)",0.5,0.02,44,0.01,0.13,0.15,0.09,0.02,0.6
"(1,3)",0.5,0.02,45,0.01,0.13,0.15,0.09,0.02,0.6
"(1,3)",0.5,0.02,46,0.01,0.13,0.13,0.1,0.03,0.6
"(1,3)",0.5,0.02,47,0.01,0.13,0.12,0.11,0.03,0.6
"(1,3)",0.5,0.02,48,0.01,0.13,0.12,0.11,0.03,0.6
"(1,3)",0.5,0.02,49,0.01,0.13,0.12,0.1,0.04,0.6
"(1,3)",0.5,0.02,50,0.01,0.13,0.12,0.1,0.04,0.6
"(1,3)",0.5,0.02,51,0.01,0.13,0.12,0.07,0.05,0.62
"(1,3)",0.5,0.02,52,0.01,0.13,0.12,0.07,0.05,0.62
"(1,3)",0.5,0.02,53,0.01,0.13,0.12,0.06,0.06,0.62
"(1,3)",0.5,0.02,54,0.01,0.13,0.12,0.05,0.05,0.64
"(1,3)",0.5,0.02,55,0.01,0.13,0.12,0.04,0.04,0.66
"(1,3)",0.5,0.02,56,0.01,0.13,0.12,0.04,0.03,0.67
"(1,3)",0.5,0.02,57,0.01,0.12,0.13,0.04,0.02,0.68
"(1,3)",0.5,0.02,58,0.01,0.12,0.13,0.04,0.02,0.68
"(1,3)",0.5,0.02,59,0.01,0.12,0.13,0.04,0.02,0.68
"(1,3)",0.5,0.02,60,0.01,0.12,0.13,0.04,0.02,0.68
"(1,3)",0.5,0.02,61,0.01,0.12,0.13,0.04,0.02,0.68
"(1,3)",0.5,0.02,62,0.01,0.12,0.13,0.04,0.02,0.68
"(1,3)",0.5,0.02,63,0.01,0.12,0.12,0.05,0.02,0.68
"(1,3)",0.5,0.02,64,0.01,0.12,0.12,0.05,0.01,0.69
"(1,3)",0.5,0.02,65,0.01,0.12,0.12,0.05,0.01,0.69
"(1,3)",0.5,0.02,66,0.01,0.12,0.12,0.05,0.01,0.69
"(1,3)",0.5,0.02,67,0.01,0.12,0.12,0.04,0.02,0.69
"(1,3)",0.5,0.02,68,0.01,0.12,0.12,0.04,0.02,0.69
"(1,3)",0.5,0.02,69,0.01,0.12,0.12,0.04,0.0,0.71
"(1,3)",0.5,0.02,70,0.01,0.12,0.12,0.04,0.0,0.71
