theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,2)",0.7,0.02,1,70,0,False,0.08574668911746411
"(1,2)",0.7,0.02,2,16,5,True,0.6773598437541212
"(1,2)",0.7,0.02,3,70,0,False,0.07770936612855754
"(1,2)",0.7,0.02,4,31,5,True,0.6383437427963421
"(1,2)",0.7,0.02,5,70,1,False,0.14744491990877512
"(1,2)",0.7,0.02,6,70,4,False,0.363872448939874
"(1,2)",0.7,0.02,7,24,5,True,0.6665983349196161
"(1,2)",0.7,0.02,8,32,5,True,0.5459851681098696
"(1,2)",0.7,0.02,9,18,5,True,0.6603533679333432
"(1,2)",0.7,0.02,10,32,5,True,0.6948216775010077
"(1,2)",0.7,0.02,11,21,5,True,0.6663589537502049
"(1,2)",0.7,0.02,12,25,5,True,0.6108949416342413
"(1,2)",0.7,0.02,13,70,1,False,0.15835067393225785
"(1,2)",0.7,0.02,14,70,2,False,0.22492165191181196
"(1,2)",0.7,0.02,15,70,0,False,0.07950589815699705
"(1,2)",0.7,0.02,16,18,5,True,0.6814323182090688
"(1,2)",0.7,0.02,17,70,1,False,0.15051756072237454
"(1,2)",0.7,0.02,18,17,5,True,0.6992300537412155
"(1,2)",0.7,0.02,19,21,5,True,0.5946533455344205
"(1,2)",0.7,0.02,20,35,5,True,0.6334041936993255
"(1,2)",0.7,0.02,21,26,5,True,0.6449656894616393
"(1,2)",0.7,0.02,22,24,5,True,0.6135641728714817
"(1,2)",0.7,0.02,23,30,5,True,0.6039685744219861
"(1,2)",0.7,0.02,24,70,2,False,0.2181401834432012
"(1,2)",0.7,0.02,25,70,0,False,0.07883793856413743
"(1,2)",0.7,0.02,26,32,5,True,0.6626789607625709
"(1,2)",0.7,0.02,27,20,5,True,0.6781906973277632
"(1,2)",0.7,0.02,28,70,1,False,0.15552846807499288
"(1,2)",0.7,0.02,29,28,5,True,0.6091790594079683
"(1,2)",0.7,0.02,30,33,5,True,0.6048569426648329
