theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,3)",0.9,0.02,1,10,5,True,0.6044518328996555
"(1,3)",0.9,0.02,2,25,5,True,0.6192307692307693
"(1,3)",0.9,0.02,3,40,5,True,0.5927235732971612
"(1,3)",0.9,0.02,4,70,1,False,0.15037344595004679
"(1,3)",0.9,0.02,5,26,5,True,0.5957513934167632
"(1,3)",0.9,0.02,6,70,1,False,0.14965102386766901
"(1,3)",0.9,0.02,7,70,0,False,0.07793504988491595
"(1,3)",0.9,0.02,8,70,0,False,0.0691275055582708
"(1,3)",0.9,0.02,9,70,2,False,0.22127985073688117
"(1,3)",0.9,0.02,10,39,5,True,0.5157342875524435
"(1,3)",0.9,0.02,11,57,5,True,0.5215039329455805
"(1,3)",0.9,0.02,12,52,5,True,0.5532938564026647
"(1,3)",0.9,0.02,13,40,5,True,0.5409450825479429
"(1,3)",0.9,0.02,14,22,5,True,0.5312731785854086
"(1,3)",0.9,0.02,15,70,0,False,0.0703696821514895
"(1,3)",0.9,0.02,16,70,0,False,0.07132772689485783
"(1,3)",0.9,0.02,17,70,0,False,0.07983324901123151
"(1,3)",0.9,0.02,18,17,5,True,0.5767135379723319
"(1,3)",0.9,0.02,19,70,2,False,0.2208146901907435
"(1,3)",0.9,0.02,20,28,5,True,0.5760819586972463
"(1,3)",0.9,0.02,21,70,2,False,0.2281774983033072
"(1,3)",0.9,0.02,22,70,2,False,0.20864243633285418
"(1,3)",0.9,0.02,23,70,1,False,0.13710817790382265
"(1,3)",0.9,0.02,24,58,5,True,0.48018647202284703
"(1,3)",0.9,0.02,25,38,5,True,0.5499613756950236
"(1,3)",0.9,0.02,26,70,0,False,0.07906396875434954
"(1,3)",0.9,0.02,27,70,2,False,0.22031684918496544
"(1,3)",0.9,0.02,28,27,5,True,0.6299212598425197
"(1,3)",0.9,0.02,29,20,5,True,0.5946061249245935
"(1,3)",0.9,0.02,30,70,0,False,0.07711505145415512
"(1,3)",0.9,0.02,31,19,5,True,0.5898412311358476
"(1,3)",0.9,0.02,32,21,5,True,0.5884657723785947
"(1,3)",0.9,0.02,33,17,5,True,0.6356275303643724
"(1,3)",0.9,0.02,34,42,5,True,0.6139488568400827
