theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(3,1)",0.1,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(3,1)",0.1,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(3,1)",0.1,0.02,3,0.95,0.05,0.0,0.0,0.0,0.0
"(3,1)",0.1,0.02,4,0.84,0.14,0.02,0.0,0.0,0.0
"(3,1)",0.1,0.02,5,0.69,0.22,0.07,0.02,0.0,0.0
"(3,1)",0.1,0.02,6,0.49,0.33,0.1,0.08,0.0,0.0
"(3,1)",0.1,0.02,7,0.34,0.35,0.19,0.09,0.03,0.0
"(3,1)",0.1,0.02,8,0.29,0.23,0.26,0.15,0.05,0.02
"(3,1)",0.1,0.02,9,0.23,0.19,0.24,0.23,0.06,0.05
"(3,1)",0.1,0.02,10,0.19,0.16,0.12,0.27,0.21,0.05
"(3,1)",0.1,0.02,11,0.12,0.19,0.08,0.22,0.23,0.16
"(3,1)",0.1,0.02,12,0.09,0.17,0.11,0.09,0.27,0.27
"(3,1)",0.1,0.02,13,0.08,0.15,0.09,0.1,0.17,0.41
"(3,1)",0.1,0.02,14,0.07,0.14,0.06,0.12,0.11,0.5
"(3,1)",0.1,0.02,15,0.06,0.09,0.08,0.12,0.1,0.55
"(3,1)",0.1,0.02,16,0.06,0.07,0.05,0.13,0.05,0.64
"(3,1)",0.1,0.02,17,0.06,0.07,0.02,0.11,0.05,0.69
"(3,1)",0.1,0.02,18,0.06,0.06,0.01,0.06,0.09,0.72
"(3,1)",0.1,0.02,19,0.05,0.06,0.01,0.05,0.07,0.76
"(3,1)",0.1,0.02,20,0.04,0.06,0.02,0.04,0.08,0.76
"(3,1)",0.1,0.02,21,0.04,0.06,0.01,0.05,0.03,0.81
"(3,1)",0.1,0.02,22,0.04,0.06,0.0,0.04,0.04,0.82
"(3,1)",0.1,0.02,23,0.04,0.04,0.02,0.04,0.01,0.85
"(3,1)",0.1,0.02,24,0.04,0.04,0.0,0.05,0.02,0.85
"(3,1)",0.1,0.02,25,0.03,0.05,0.0,0.03,0.02,0.87
"(3,1)",0.1,0.02,26,0.03,0.05,0.0,0.03,0.0,0.89
"(3,1)",0.1,0.02,27,0.03,0.04,0.01,0.03,0.0,0.89
"(3,1)",0.1,0.02,28,0.03,0.04,0.0,0.04,0.0,0.89
"(3,1)",0.1,0.02,29,0.03,0.04,0.0,0.04,0.0,0.89
"(3,1)",0.1,0.02,30,0.03,0.04,0.0,0.03,0.01,0.89
"(3,1)",0.1,0.02,31,0.03,0.03,0.01,0.03,0.01,0.89
"(3,1)",0.1,0.02,32,0.02,0.04,0.01,0.03,0.0,0.9
"(3,1)",0.1,0.02,33,0.02,0.03,0.01,0.04,0.0,0.9
"(3,1)",0.1,0.02,34,0.02,0.02,0.02,0.03,0.01,0.9
"(3,1)",0.1,0.02,35,0.02,0.02,0.01,0.04,0.0,0.91
"(3,1)",0.1,0.02,36,0.02,0.02,0.0,0.04,0.01,0.91
"(3,1)",0.1,0.02,37,0.02,0.02,0.0,0.03,0.01,0.92
"(3,1)",0.1,0.02,38,0.02,0.01,0.01,0.03,0.0,0.93
"(3,1)",0.1,0.02,39,0.02,0.01,0.01,0.03,0.0,0.93
"(3,1)",0.1,0.02,40,0.02,0.01,0.01,0.03,0.0,0.93
"(3,1)",0.1,0.02,41,0.02,0.01,0.0,0.04,0.0,0.93
