theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,2)",0.3,0.02,1,0.98,0.02,0.0,0.0,0.0,0.0
"(1,2)",0.3,0.02,2,0.96,0.04,0.0,0.0,0.0,0.0
"(1,2)",0.3,0.02,3,0.92,0.08,0.0,0.0,0.0,0.0
"(1,2)",0.3,0.02,4,0.81,0.18,0.01,0.0,0.0,0.0
"(1,2)",0.3,0.02,5,0.7,0.25,0.05,0.0,0.0,0.0
"(1,2)",0.3,0.02,6,0.58,0.34,0.06,0.02,0.0,0.0
"(1,2)",0.3,0.02,7,0.52,0.35,0.1,0.03,0.0,0.0
"(1,2)",0.3,0.02,8,0.45,0.36,0.13,0.05,0.01,0.0
"(1,2)",0.3,0.02,9,0.39,0.38,0.14,0.08,0.01,0.0
"(1,2)",0.3,0.02,10,0.27,0.48,0.14,0.09,0.02,0.0
"(1,2)",0.3,0.02,11,0.21,0.5,0.15,0.1,0.03,0.01
"(1,2)",0.3,0.02,12,0.16,0.46,0.21,0.09,0.07,0.01
"(1,2)",0.3,0.02,13,0.14,0.42,0.24,0.12,0.06,0.02
"(1,2)",0.3,0.02,14,0.1,0.41,0.23,0.15,0.07,0.04
"(1,2)",0.3,0.02,15,0.07,0.37,0.28,0.12,0.12,0.04
"(1,2)",0.3,0.02,16,0.06,0.35,0.25,0.17,0.1,0.07
"(1,2)",0.3,0.02,17,0.02,0.39,0.2,0.19,0.12,0.08
"(1,2)",0.3,0.02,18,0.01,0.37,0.17,0.21,0.13,0.11
"(1,2)",0.3,0.02,19,0.0,0.33,0.2,0.18,0.16,0.13
"(1,2)",0.3,0.02,20,0.0,0.29,0.2,0.17,0.16,0.18
"(1,2)",0.3,0.02,21,0.0,0.24,0.23,0.17,0.16,0.2
"(1,2)",0.3,0.02,22,0.0,0.22,0.18,0.19,0.2,0.21
"(1,2)",0.3,0.02,23,0.0,0.18,0.2,0.19,0.2,0.23
"(1,2)",0.3,0.02,24,0.0,0.16,0.19,0.17,0.2,0.28
"(1,2)",0.3,0.02,25,0.0,0.14,0.19,0.19,0.16,0.32
"(1,2)",0.3,0.02,26,0.0,0.14,0.17,0.16,0.19,0.34
"(1,2)",0.3,0.02,27,0.0,0.14,0.14,0.15,0.2,0.37
"(1,2)",0.3,0.02,28,0.0,0.13,0.13,0.12,0.21,0.41
"(1,2)",0.3,0.02,29,0.0,0.13,0.12,0.07,0.21,0.47
"(1,2)",0.3,0.02,30,0.0,0.12,0.12,0.07,0.19,0.5
"(1,2)",0.3,0.02,31,0.0,0.12,0.1,0.08,0.18,0.52
"(1,2)",0.3,0.02,32,0.0,0.11,0.1,0.08,0.15,0.56
"(1,2)",0.3,0.02,33,0.0,0.11,0.1,0.07,0.11,0.61
"(1,2)",0.3,0.02,34,0.0,0.09,0.12,0.07,0.07,0.65
