theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.7,0.02,1,0.47,0.53,0.0,0.0,0.0,0.0
"(1,3)",0.7,0.02,2,0.35,0.63,0.02,0.0,0.0,0.0
"(1,3)",0.7,0.02,3,0.22,0.72,0.06,0.0,0.0,0.0
"(1,3)",0.7,0.02,4,0.18,0.67,0.15,0.0,0.0,0.0
"(1,3)",0.7,0.02,5,0.14,0.65,0.2,0.01,0.0,0.0
"(1,3)",0.7,0.02,6,0.13,0.56,0.28,0.03,0.0,0.0
"(1,3)",0.7,0.02,7,0.12,0.51,0.31,0.06,0.0,0.0
"(1,3)",0.7,0.02,8,0.11,0.51,0.29,0.09,0.0,0.0
"(1,3)",0.7,0.02,9,0.11,0.45,0.33,0.09,0.02,0.0
"(1,3)",0.7,0.02,10,0.11,0.39,0.33,0.13,0.03,0.01
"(1,3)",0.7,0.02,11,0.09,0.39,0.32,0.14,0.05,0.01
"(1,3)",0.7,0.02,12,0.08,0.36,0.34,0.15,0.04,0.03
"(1,3)",0.7,0.02,13,0.08,0.31,0.36,0.18,0.03,0.04
"(1,3)",0.7,0.02,14,0.07,0.3,0.37,0.19,0.01,0.06
"(1,3)",0.7,0.02,15,0.07,0.23,0.4,0.2,0.04,0.06
"(1,3)",0.7,0.02,16,0.07,0.23,0.38,0.2,0.05,0.07
"(1,3)",0.7,0.02,17,0.07,0.21,0.36,0.22,0.05,0.09
"(1,3)",0.7,0.02,18,0.07,0.2,0.35,0.19,0.1,0.09
"(1,3)",0.7,0.02,19,0.07,0.2,0.32,0.19,0.1,0.12
"(1,3)",0.7,0.02,20,0.07,0.2,0.28,0.2,0.1,0.15
"(1,3)",0.7,0.02,21,0.07,0.18,0.28,0.19,0.12,0.16
"(1,3)",0.7,0.02,22,0.07,0.17,0.27,0.19,0.13,0.17
"(1,3)",0.7,0.02,23,0.07,0.16,0.26,0.19,0.13,0.19
"(1,3)",0.7,0.02,24,0.07,0.16,0.26,0.17,0.11,0.23
"(1,3)",0.7,0.02,25,0.07,0.15,0.27,0.16,0.08,0.27
"(1,3)",0.7,0.02,26,0.07,0.15,0.26,0.16,0.09,0.27
"(1,3)",0.7,0.02,27,0.07,0.15,0.26,0.16,0.07,0.29
"(1,3)",0.7,0.02,28,0.07,0.15,0.26,0.13,0.09,0.3
"(1,3)",0.7,0.02,29,0.07,0.15,0.26,0.11,0.1,0.31
"(1,3)",0.7,0.02,30,0.07,0.15,0.25,0.1,0.1,0.33
"(1,3)",0.7,0.02,31,0.07,0.15,0.25,0.09,0.09,0.35
"(1,3)",0.7,0.02,32,0.07,0.15,0.24,0.09,0.1,0.35
"(1,3)",0.7,0.02,33,0.07,0.15,0.22,0.09,0.1,0.37
"(1,3)",0.7,0.02,34,0.07,0.15,0.22,0.09,0.08,0.39
"(1,3)",0.7,0.02,35,0.07,0.15,0.21,0.1,0.08,0.39
"(1,3)",0.7,0.02,36,0.07,0.15,0.2,0.11,0.07,0.4
"(1,3)",0.7,0.02,37,0.07,0.15,0.2,0.1,0.07,0.41
"(1,3)",0.7,0.02,38,0.07,0.15,0.2,0.08,0.06,0.44
"(1,3)",0.7,0.02,39,0.07,0.15,0.19,0.09,0.05,0.45
"(1,3)",0.7,0.02,40,0.07,0.15,0.19,0.08,0.06,0.45
"(1,3)",0.7,0.02,41,0.07,0.15,0.18,0.08,0.06,0.46
"(1,3)",0.7,0.02,42,0.07,0.15,0.18,0.07,0.06,0.47
"(1,3)",0.7,0.02,43,0.07,0.15,0.18,0.07,0.05,0.48
"(1,3)",0.7,0.02,44,0.07,0.15,0.18,0.07,0.03,0.5
"(1,3)",0.7,0.02,45,0.07,0.15,0.16,0.08,0.04,0.5
"(1,3)",0.7,0.02,46,0.07,0.15,0.16,0.07,0.05,0.5
"(1,3)",0.7,0.02,47,0.07,0.15,0.16,0.06,0.05,0.51
"(1,3)",0.7,0.02,48,0.07,0.15,0.15,0.06,0.04,0.53
"(1,3)",0.7,0.02,49,0.06,0.16,0.15,0.06,0.04,0.53
"(1,3)",0.7,0.02,50,0.06,0.16,0.15,0.05,0.05,0.53
"(1,3)",0.7,0.02,51,0.06,0.16,0.15,0.05,0.05,0.53
"(1,3)",0.7,0.02,52,0.06,0.15,0.16,0.05,0.05,0.53
"(1,3)",0.7,0.02,53,0.06,0.14,0.16,0.05,0.05,0.54
"(1,3)",0.7,0.02,54,0.06,0.13,0.16,0.06,0.04,0.55
"(1,3)",0.7,0.02,55,0.06,0.13,0.16,0.06,0.03,0.56
"(1,3)",0.7,0.02,56,0.06,0.13,0.16,0.06,0.02,0.57
"(1,3)",0.7,0.02,57,0.06,0.13,0.16,0.05,0.03,0.57
"(1,3)",0.7,0.02,58,0.06,0.13,0.16,0.05,0.01,0.59
"(1,3)",0.7,0.02,59,0.06,0.13,0.16,0.04,0.02,0.59
"(1,3)",0.7,0.02,60,0.06,0.13,0.16,0.04,0.02,0.59
"(1,3)",0.7,0.02,61,0.06,0.13,0.16,0.04,0.02,0.59
"(1,3)",0.7,0.02,62,0.06,0.13,0.16,0.04,0.02,0.59
"(1,3)",0.7,0.02,63,0.06,0.13,0.16,0.04,0.02,0.59
"(1,3)",0.7,0.02,64,0.06,0.13,0.16,0.04,0.02,0.59
"(1,3)",0.7,0.02,65,0.06,0.13,0.16,0.03,0.03,0.59
"(1,3)",0.7,0.02,66,0.06,0.13,0.16,0.03,0.03,0.59
"(1,3)",0.7,0.02,67,0.06,0.13,0.16,0.02,0.03,0.6
"(1,3)",0.7,0.02,68,0.06,0.13,0.16,0.02,0.03,0.6
"(1,3)",0.7,0.02,69,0.06,0.13,0.16,0.02,0.03,0.6
"(1,3)",0.7,0.02,70,0.06,0.13,0.16,0.02,0.03,0.6
