theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,1)",0.4,0.02,1,17,5,True,0.7944257969079563
"(1,1)",0.4,0.02,2,45,5,True,0.7929292929292929
"(1,1)",0.4,0.02,3,22,5,True,0.7777096114519427
"(1,1)",0.4,0.02,4,70,2,False,0.25576997988739036
"(1,1)",0.4,0.02,5,25,5,True,0.7401741573900044
"(1,1)",0.4,0.02,6,70,1,False,0.16589746830558488
"(1,1)",0.4,0.02,7,23,5,True,0.7196292450679971
"(1,1)",0.4,0.02,8,70,2,False,0.25849587798030477
"(1,1)",0.4,0.02,9,19,5,True,0.8310059846110003
"(1,1)",0.4,0.02,10,70,1,False,0.1492079316894971
"(1,1)",0.4,0.02,11,9,5,True,0.822882142383667
"(1,1)",0.4,0.02,12,23,5,True,0.7338949742464252
"(1,1)",0.4,0.02,13,17,5,True,0.8071602605026758
"(1,1)",0.4,0.02,14,25,5,True,0.7459789007137455
"(1,1)",0.4,0.02,15,14,5,True,0.8243891373053797
"(1,1)",0.4,0.02,16,26,5,True,0.7587509404291605
"(1,1)",0.4,0.02,17,15,5,True,0.8351063829787234
"(1,1)",0.4,0.02,18,70,2,False,0.3543562304301076
"(1,1)",0.4,0.02,19,70,4,False,0.5130614961731148
"(1,1)",0.4,0.02,20,22,5,True,0.7064543882952257
"(1,1)",0.4,0.02,21,14,5,True,0.7960891493544417
"(1,1)",0.4,0.02,22,70,2,False,0.24760960291280254
"(1,1)",0.4,0.02,23,48,5,True,0.7805388438399163
"(1,1)",0.4,0.02,24,19,5,True,0.7593465900262064
"(1,1)",0.4,0.02,25,9,5,True,0.8324779306097311
"(1,1)",0.4,0.02,26,70,4,False,0.6006540098740064
"(1,1)",0.4,0.02,27,70,3,False,0.32516957017739634
"(1,1)",0.4,0.02,28,20,5,True,0.7826215028270146
"(1,1)",0.4,0.02,29,19,5,True,0.7892156862745098
"(1,1)",0.4,0.02,30,11,5,True,0.8194686270716449
"(1,1)",0.4,0.02,31,14,5,True,0.8342245989304813
"(1,1)",0.4,0.02,32,34,5,True,0.6646013914511123
"(1,1)",0.4,0.02,33,49,5,True,0.7458040050091194
"(1,1)",0.4,0.02,34,11,5,True,0.8197496778648945
"(1,1)",0.4,0.02,35,17,5,True,0.8421052631578947
"(1,1)",0.4,0.02,36,36,5,True,0.7376316394986985
"(1,1)",0.4,0.02,37,18,5,True,0.7601231458879449
"(1,1)",0.4,0.02,38,21,5,True,0.837696335078534
"(1,1)",0.4,0.02,39,70,3,False,0.30562509440590596
"(1,1)",0.4,0.02,40,33,5,True,0.6998942659638812
"(1,1)",0.4,0.02,41,57,5,True,0.6842105263157895
"(1,1)",0.4,0.02,42,15,5,True,0.8181349487658697
"(1,1)",0.4,0.02,43,34,5,True,0.7520694245983442
"(1,1)",0.4,0.02,44,31,5,True,0.7632999696693964
"(1,1)",0.4,0.02,45,34,5,True,0.6762301398165613
"(1,1)",0.4,0.02,46,14,5,True,0.809206092867589
"(1,1)",0.4,0.02,47,70,2,False,0.3010425773964164
"(1,1)",0.4,0.02,48,25,5,True,0.7148177224027392
"(1,1)",0.4,0.02,49,32,5,True,0.7058320221027957
"(1,1)",0.4,0.02,50,31,5,True,0.8089827006691542
"(1,1)",0.4,0.02,51,35,5,True,0.6965055708053072
"(1,1)",0.4,0.02,52,65,5,True,0.7136363636363636
"(1,1)",0.4,0.02,53,51,5,True,0.5250818482323504
"(1,1)",0.4,0.02,54,21,5,True,0.7753235572749507
"(1,1)",0.4,0.02,55,16,5,True,0.825303110173959
"(1,1)",0.4,0.02,56,18,5,True,0.8219477202174539
"(1,1)",0.4,0.02,57,25,5,True,0.7444964206988891
"(1,1)",0.4,0.02,58,62,5,True,0.7601809954751131
"(1,1)",0.4,0.02,59,21,5,True,0.7903909561940651
"(1,1)",0.4,0.02,60,20,5,True,0.7593465900262064
"(1,1)",0.4,0.02,61,14,5,True,0.8213523131672598
"(1,1)",0.4,0.02,62,14,5,True,0.7850350067743965
"(1,1)",0.4,0.02,63,10,5,True,0.8263157894736841
"(1,1)",0.4,0.02,64,36,5,True,0.6885964912280702
"(1,1)",0.4,0.02,65,19,5,True,0.766675395962656
"(1,1)",0.4,0.02,66,18,5,True,0.7584022768978347
"(1,1)",0.4,0.02,67,70,1,False,0.07728413431138503
"(1,1)",0.4,0.02,68,49,5,True,0.7634511579313947
"(1,1)",0.4,0.02,69,15,5,True,0.8261375004407375
"(1,1)",0.4,0.02,70,70,3,False,0.33133217260713266
"(1,1)",0.4,0.02,71,18,5,True,0.8324779306097311
"(1,1)",0.4,0.02,72,70,1,False,0.14890584659692194
"(1,1)",0.4,0.02,73,70,2,False,0.2396370218245219
"(1,1)",0.4,0.02,74,37,5,True,0.8163265306122449
"(1,1)",0.4,0.02,75,24,5,True,0.7699400645458737
"(1,1)",0.4,0.02,76,37,5,True,0.777087935545886
"(1,1)",0.4,0.02,77,27,5,True,0.750895353156133
"(1,1)",0.4,0.02,78,49,5,True,0.700295143678352
"(1,1)",0.4,0.02,79,70,2,False,0.2575022185336955
"(1,1)",0.4,0.02,80,57,5,True,0.7318181818181818
"(1,1)",0.4,0.02,81,70,1,False,0.07692307692307693
"(1,1)",0.4,0.02,82,36,5,True,0.7392397981267805
"(1,1)",0.4,0.02,83,70,4,False,0.4689228293037993
"(1,1)",0.4,0.02,84,30,5,True,0.7512832442993872
