theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,1)",0.7,0.02,1,0.57,0.43,0.0,0.0,0.0,0.0
"(1,1)",0.7,0.02,2,0.32,0.66,0.02,0.0,0.0,0.0
"(1,1)",0.7,0.02,3,0.23,0.63,0.13,0.01,0.0,0.0
"(1,1)",0.7,0.02,4,0.21,0.55,0.23,0.01,0.0,0.0
"(1,1)",0.7,0.02,5,0.18,0.47,0.3,0.05,0.0,0.0
"(1,1)",0.7,0.02,6,0.15,0.42,0.34,0.08,0.01,0.0
"(1,1)",0.7,0.02,7,0.15,0.36,0.33,0.14,0.02,0.0
"(1,1)",0.7,0.02,8,0.15,0.29,0.36,0.15,0.05,0.0
"(1,1)",0.7,0.02,9,0.14,0.27,0.35,0.16,0.08,0.0
"(1,1)",0.7,0.02,10,0.13,0.26,0.31,0.2,0.09,0.01
"(1,1)",0.7,0.02,11,0.12,0.24,0.31,0.19,0.11,0.03
"(1,1)",0.7,0.02,12,0.12,0.24,0.25,0.24,0.1,0.05
"(1,1)",0.7,0.02,13,0.12,0.22,0.24,0.24,0.11,0.07
"(1,1)",0.7,0.02,14,0.12,0.2,0.24,0.24,0.11,0.09
"(1,1)",0.7,0.02,15,0.12,0.19,0.24,0.19,0.16,0.1
"(1,1)",0.7,0.02,16,0.12,0.18,0.23,0.18,0.16,0.13
"(1,1)",0.7,0.02,17,0.12,0.17,0.21,0.19,0.14,0.17
"(1,1)",0.7,0.02,18,0.12,0.15,0.22,0.15,0.15,0.21
"(1,1)",0.7,0.02,19,0.12,0.15,0.2,0.14,0.16,0.23
"(1,1)",0.7,0.02,20,0.12,0.13,0.2,0.15,0.15,0.25
"(1,1)",0.7,0.02,21,0.12,0.13,0.19,0.14,0.14,0.28
"(1,1)",0.7,0.02,22,0.12,0.13,0.19,0.13,0.12,0.31
"(1,1)",0.7,0.02,23,0.12,0.13,0.18,0.13,0.09,0.35
"(1,1)",0.7,0.02,24,0.12,0.12,0.17,0.12,0.11,0.36
"(1,1)",0.7,0.02,25,0.12,0.12,0.16,0.11,0.11,0.38
"(1,1)",0.7,0.02,26,0.12,0.11,0.16,0.09,0.14,0.38
"(1,1)",0.7,0.02,27,0.12,0.1,0.16,0.09,0.11,0.42
"(1,1)",0.7,0.02,28,0.12,0.09,0.14,0.1,0.12,0.43
"(1,1)",0.7,0.02,29,0.12,0.08,0.15,0.08,0.11,0.46
"(1,1)",0.7,0.02,30,0.12,0.07,0.15,0.09,0.08,0.49
"(1,1)",0.7,0.02,31,0.12,0.07,0.14,0.08,0.08,0.51
"(1,1)",0.7,0.02,32,0.12,0.07,0.14,0.08,0.07,0.52
"(1,1)",0.7,0.02,33,0.12,0.07,0.12,0.09,0.05,0.55
"(1,1)",0.7,0.02,34,0.12,0.07,0.11,0.1,0.04,0.56
"(1,1)",0.7,0.02,35,0.11,0.08,0.11,0.1,0.03,0.57
"(1,1)",0.7,0.02,36,0.11,0.08,0.11,0.05,0.07,0.58
"(1,1)",0.7,0.02,37,0.11,0.08,0.11,0.03,0.08,0.59
"(1,1)",0.7,0.02,38,0.11,0.07,0.12,0.03,0.06,0.61
"(1,1)",0.7,0.02,39,0.11,0.07,0.12,0.03,0.05,0.62
"(1,1)",0.7,0.02,40,0.11,0.07,0.11,0.04,0.03,0.64
"(1,1)",0.7,0.02,41,0.11,0.07,0.11,0.04,0.03,0.64
"(1,1)",0.7,0.02,42,0.11,0.07,0.11,0.04,0.01,0.66
"(1,1)",0.7,0.02,43,0.11,0.07,0.11,0.04,0.01,0.66
"(1,1)",0.7,0.02,44,0.11,0.07,0.11,0.03,0.02,0.66
"(1,1)",0.7,0.02,45,0.11,0.06,0.12,0.03,0.02,0.66
"(1,1)",0.7,0.02,46,0.11,0.06,0.11,0.04,0.02,0.66
"(1,1)",0.7,0.02,47,0.11,0.06,0.11,0.03,0.03,0.66
"(1,1)",0.7,0.02,48,0.11,0.06,0.11,0.03,0.01,0.68
"(1,1)",0.7,0.02,49,0.11,0.06,0.11,0.03,0.01,0.68
"(1,1)",0.7,0.02,50,0.11,0.06,0.11,0.02,0.02,0.68
"(1,1)",0.7,0.02,51,0.11,0.06,0.11,0.02,0.02,0.68
"(1,1)",0.7,0.02,52,0.11,0.06,0.11,0.02,0.01,0.69
"(1,1)",0.7,0.02,53,0.1,0.07,0.11,0.02,0.01,0.69
"(1,1)",0.7,0.02,54,0.1,0.07,0.1,0.03,0.01,0.69
"(1,1)",0.7,0.02,55,0.1,0.07,0.1,0.03,0.01,0.69
"(1,1)",0.7,0.02,56,0.1,0.07,0.09,0.04,0.01,0.69
"(1,1)",0.7,0.02,57,0.1,0.07,0.09,0.04,0.01,0.69
"(1,1)",0.7,0.02,58,0.1,0.07,0.09,0.04,0.01,0.69
"(1,1)",0.7,0.02,59,0.1,0.07,0.09,0.04,0.01,0.69
"(1,1)",0.7,0.02,60,0.1,0.07,0.09,0.03,0.02,0.69
"(1,1)",0.7,0.02,61,0.1,0.07,0.09,0.02,0.03,0.69
"(1,1)",0.7,0.02,62,0.1,0.06,0.1,0.02,0.02,0.7
"(1,1)",0.7,0.02,63,0.1,0.06,0.1,0.02,0.02,0.7
"(1,1)",0.7,0.02,64,0.1,0.06,0.1,0.02,0.02,0.7
"(1,1)",0.7,0.02,65,0.1,0.06,0.1,0.02,0.02,0.7
"(1,1)",0.7,0.02,66,0.1,0.06,0.09,0.03,0.02,0.7
"(1,1)",0.7,0.02,67,0.1,0.06,0.09,0.02,0.03,0.7
"(1,1)",0.7,0.02,68,0.1,0.06,0.09,0.02,0.02,0.71
"(1,1)",0.7,0.02,69,0.1,0.06,0.08,0.03,0.01,0.72
"(1,1)",0.7,0.02,70,0.1,0.06,0.08,0.02,0.02,0.72
