theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.2,0.02,59,0.05,0.19,0.04,0.0,0.01,0.71
"(1,3)",0.2,0.02,60,0.05,0.18,0.04,0.01,0.01,0.71
"(1,3)",0.2,0.02,61,0.05,0.18,0.03,0.02,0.01,0.71
"(1,3)",0.2,0.02,62,0.05,0.18,0.03,0.02,0.01,0.71
"(1,3)",0.2,0.02,63,0.05,0.17,0.04,0.01,0.01,0.72
"(1,3)",0.2,0.02,64,0.05,0.16,0.05,0.01,0.01,0.72
"(1,3)",0.2,0.02,65,0.05,0.16,0.05,0.0,0.02,0.72
"(1,3)",0.2,0.02,66,0.05,0.16,0.04,0.01,0.01,0.73
"(1,3)",0.2,0.02,67,0.04,0.16,0.05,0.01,0.0,0.74
"(1,3)",0.2,0.02,68,0.04,0.15,0.06,0.01,0.0,0.74
"(1,3)",0.2,0.02,69,0.04,0.14,0.06,0.02,0.0,0.74
"(1,3)",0.2,0.02,70,0.04,0.14,0.03,0.05,0.0,0.74
