theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(1,3)",0.2,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.2,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(1,3)",0.2,0.02,3,0.99,0.01,0.0,0.0,0.0,0.0
"(1,3)",0.2,0.02,4,0.99,0.0,0.01,0.0,0.0,0.0
"(1,3)",0.2,0.02,5,0.97,0.02,0.0,0.01,0.0,0.0
"(1,3)",0.2,0.02,6,0.95,0.03,0.01,0.01,0.0,0.0
"(1,3)",0.2,0.02,7,0.91,0.07,0.0,0.02,0.0,0.0
"(1,3)",0.2,0.02,8,0.87,0.1,0.01,0.01,0.01,0.0
"(1,3)",0.2,0.02,9,0.84,0.11,0.03,0.0,0.02,0.0
"(1,3)",0.2,0.02,10,0.81,0.11,0.05,0.01,0.01,0.01
"(1,3)",0.2,0.02,11,0.76,0.14,0.06,0.02,0.01,0.01
"(1,3)",0.2,0.02,12,0.68,0.18,0.09,0.02,0.02,0.01
"(1,3)",0.2,0.02,13,0.63,0.2,0.06,0.07,0.03,0.01
"(1,3)",0.2,0.02,14,0.61,0.19,0.07,0.07,0.03,0.03
"(1,3)",0.2,0.02,15,0.58,0.18,0.1,0.07,0.03,0.04
"(1,3)",0.2,0.02,16,0.54,0.21,0.1,0.08,0.03,0.04
"(1,3)",0.2,0.02,17,0.53,0.18,0.11,0.09,0.04,0.05
"(1,3)",0.2,0.02,18,0.49,0.21,0.09,0.12,0.03,0.06
"(1,3)",0.2,0.02,19,0.47,0.17,0.13,0.12,0.04,0.07
"(1,3)",0.2,0.02,20,0.43,0.19,0.12,0.12,0.07,0.07
"(1,3)",0.2,0.02,21,0.39,0.19,0.13,0.15,0.05,0.09
"(1,3)",0.2,0.02,22,0.36,0.2,0.1,0.15,0.08,0.11
"(1,3)",0.2,0.02,23,0.29,0.26,0.09,0.17,0.07,0.12
"(1,3)",0.2,0.02,24,0.26,0.27,0.1,0.13,0.11,0.13
"(1,3)",0.2,0.02,25,0.23,0.26,0.11,0.11,0.13,0.16
"(1,3)",0.2,0.02,26,0.19,0.29,0.08,0.15,0.11,0.18
"(1,3)",0.2,0.02,27,0.17,0.3,0.07,0.15,0.12,0.19
"(1,3)",0.2,0.02,28,0.16,0.27,0.09,0.14,0.13,0.21
"(1,3)",0.2,0.02,29,0.14,0.26,0.09,0.14,0.13,0.24
"(1,3)",0.2,0.02,30,0.12,0.27,0.09,0.13,0.13,0.26
"(1,3)",0.2,0.02,31,0.11,0.26,0.09,0.12,0.15,0.27
"(1,3)",0.2,0.02,32,0.1,0.26,0.07,0.12,0.13,0.32
"(1,3)",0.2,0.02,33,0.09,0.25,0.07,0.13,0.09,0.37
"(1,3)",0.2,0.02,34,0.09,0.24,0.08,0.12,0.08,0.39
"(1,3)",0.2,0.02,35,0.09,0.23,0.08,0.09,0.11,0.4
"(1,3)",0.2,0.02,36,0.09,0.21,0.07,0.09,0.11,0.43
"(1,3)",0.2,0.02,37,0.09,0.17,0.09,0.09,0.11,0.45
"(1,3)",0.2,0.02,38,0.08,0.18,0.06,0.1,0.09,0.49
"(1,3)",0.2,0.02,39,0.08,0.18,0.05,0.09,0.07,0.53
"(1,3)",0.2,0.02,40,0.08,0.16,0.07,0.07,0.07,0.55
"(1,3)",0.2,0.02,41,0.08,0.16,0.06,0.06,0.07,0.57
"(1,3)",0.2,0.02,42,0.07,0.17,0.05,0.06,0.07,0.58
"(1,3)",0.2,0.02,43,0.07,0.17,0.05,0.04,0.07,0.6
"(1,3)",0.2,0.02,44,0.06,0.18,0.05,0.04,0.06,0.61
"(1,3)",0.2,0.02,45,0.06,0.18,0.05,0.04,0.04,0.63
"(1,3)",0.2,0.02,46,0.05,0.19,0.05,0.03,0.03,0.65
"(1,3)",0.2,0.02,47,0.05,0.19,0.05,0.03,0.0,0.68
"(1,3)",0.2,0.02,48,0.05,0.19,0.05,0.03,0.0,0.68
"(1,3)",0.2,0.02,49,0.05,0.19,0.05,0.02,0.01,0.68
"(1,3)",0.2,0.02,50,0.05,0.19,0.05,0.02,0.01,0.68
"(1,3)",0.2,0.02,51,0.05,0.19,0.04,0.02,0.02,0.68
"(1,3)",0.2,0.02,52,0.05,0.19,0.04,0.02,0.02,0.68
"(1,3)",0.2,0.02,53,0.05,0.19,0.04,0.02,0.02,0.68
"(1,3)",0.2,0.02,54,0.05,0.19,0.04,0.01,0.02,0.69
"(1,3)",0.2,0.02,55,0.05,0.19,0.04,0.01,0.02,0.69
"(1,3)",0.2,0.02,56,0.05,0.19,0.04,0.01,0.01,0.7
"(1,3)",0.2,0.02,57,0.05,0.19,0.04,0.01,0.01,0.7
"(1,3)",0.2,0.02,58,0.05,0.19,0.04,0.0,0.02,0.7
