theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(2,1)",0.4,0.02,1,0.93,0.07,0.0,0.0,0.0,0.0
"(2,1)",0.4,0.02,2,0.58,0.42,0.0,0.0,0.0,0.0
"(2,1)",0.4,0.02,3,0.34,0.6,0.06,0.0,0.0,0.0
"(2,1)",0.4,0.02,4,0.23,0.61,0.13,0.03,0.0,0.0
"(2,1)",0.4,0.02,5,0.09,0.64,0.21,0.05,0.01,0.0
"(2,1)",0.4,0.02,6,0.08,0.5,0.28,0.13,0.01,0.0
"(2,1)",0.4,0.02,7,0.06,0.38,0.37,0.14,0.05,0.0
"(2,1)",0.4,0.02,8,0.05,0.23,0.47,0.17,0.07,0.01
"(2,1)",0.4,0.02,9,0.04,0.2,0.39,0.27,0.09,0.01
"(2,1)",0.4,0.02,10,0.04,0.16,0.37,0.27,0.11,0.05
"(2,1)",0.4,0.02,11,0.04,0.15,0.31,0.28,0.16,0.06
"(2,1)",0.4,0.02,12,0.03,0.14,0.27,0.27,0.21,0.08
"(2,1)",0.4,0.02,13,0.03,0.13,0.23,0.27,0.18,0.16
"(2,1)",0.4,0.02,14,0.03,0.11,0.21,0.27,0.18,0.2
"(2,1)",0.4,0.02,15,0.03,0.1,0.18,0.26,0.19,0.24
"(2,1)",0.4,0.02,16,0.03,0.1,0.17,0.24,0.18,0.28
"(2,1)",0.4,0.02,17,0.03,0.09,0.13,0.26,0.14,0.35
"(2,1)",0.4,0.02,18,0.03,0.09,0.11,0.21,0.2,0.36
"(2,1)",0.4,0.02,19,0.03,0.09,0.1,0.19,0.17,0.42
"(2,1)",0.4,0.02,20,0.03,0.09,0.1,0.15,0.14,0.49
"(2,1)",0.4,0.02,21,0.03,0.08,0.09,0.14,0.15,0.51
"(2,1)",0.4,0.02,22,0.03,0.08,0.07,0.15,0.11,0.56
"(2,1)",0.4,0.02,23,0.03,0.07,0.08,0.14,0.1,0.58
"(2,1)",0.4,0.02,24,0.03,0.06,0.09,0.12,0.09,0.61
"(2,1)",0.4,0.02,25,0.03,0.06,0.08,0.11,0.08,0.64
"(2,1)",0.4,0.02,26,0.03,0.06,0.08,0.11,0.04,0.68
"(2,1)",0.4,0.02,27,0.03,0.06,0.07,0.11,0.05,0.68
"(2,1)",0.4,0.02,28,0.03,0.06,0.07,0.1,0.05,0.69
"(2,1)",0.4,0.02,29,0.03,0.06,0.06,0.09,0.06,0.7
"(2,1)",0.4,0.02,30,0.03,0.06,0.05,0.09,0.06,0.71
"(2,1)",0.4,0.02,31,0.03,0.06,0.05,0.08,0.07,0.71
"(2,1)",0.4,0.02,32,0.03,0.06,0.05,0.06,0.08,0.72
"(2,1)",0.4,0.02,33,0.03,0.06,0.05,0.05,0.07,0.74
"(2,1)",0.4,0.02,34,0.03,0.06,0.05,0.05,0.04,0.77
"(2,1)",0.4,0.02,35,0.03,0.06,0.05,0.05,0.02,0.79
"(2,1)",0.4,0.02,36,0.03,0.06,0.05,0.05,0.02,0.79
"(2,1)",0.4,0.02,37,0.03,0.05,0.06,0.05,0.0,0.81
"(2,1)",0.4,0.02,38,0.03,0.05,0.06,0.03,0.02,0.81
"(2,1)",0.4,0.02,39,0.03,0.05,0.06,0.03,0.01,0.82
"(2,1)",0.4,0.02,40,0.03,0.05,0.06,0.03,0.01,0.82
"(2,1)",0.4,0.02,41,0.03,0.05,0.04,0.05,0.0,0.83
"(2,1)",0.4,0.02,42,0.03,0.05,0.04,0.05,0.0,0.83
"(2,1)",0.4,0.02,43,0.03,0.05,0.04,0.05,0.0,0.83
"(2,1)",0.4,0.02,44,0.03,0.05,0.04,0.04,0.01,0.83
"(2,1)",0.4,0.02,45,0.02,0.06,0.04,0.03,0.02,0.83
"(2,1)",0.4,0.02,46,0.02,0.06,0.04,0.03,0.02,0.83
"(2,1)",0.4,0.02,47,0.02,0.06,0.04,0.03,0.01,0.84
"(2,1)",0.4,0.02,48,0.02,0.06,0.04,0.03,0.01,0.84
"(2,1)",0.4,0.02,49,0.02,0.06,0.04,0.03,0.01,0.84
"(2,1)",0.4,0.02,50,0.02,0.05,0.05,0.03,0.01,0.84
"(2,1)",0.4,0.02,51,0.02,0.04,0.05,0.04,0.01,0.84
"(2,1)",0.4,0.02,52,0.02,0.04,0.04,0.04,0.01,0.85
"(2,1)",0.4,0.02,53,0.02,0.04,0.04,0.03,0.02,0.85
"(2,1)",0.4,0.02,54,0.02,0.04,0.04,0.03,0.01,0.86
"(2,1)",0.4,0.02,55,0.02,0.04,0.03,0.03,0.02,0.86
"(2,1)",0.4,0.02,56,0.02,0.04,0.03,0.03,0.01,0.87
"(2,1)",0.4,0.02,57,0.02,0.04,0.03,0.02,0.02,0.87
"(2,1)",0.4,0.02,58,0.02,0.04,0.03,0.02,0.01,0.88
"(2,1)",0.4,0.02,59,0.02,0.04,0.03,0.02,0.01,0.88
"(2,1)",0.4,0.02,60,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,61,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,62,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,63,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,64,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,65,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,66,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,67,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,68,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,69,0.02,0.04,0.03,0.02,0.0,0.89
"(2,1)",0.4,0.02,70,0.02,0.04,0.03,0.02,0.0,0.89
