theta,gen,true_prior,run_number,trials_completed,boxes_opened,solved,final_theta
"(1,2)",0.9,0.02,1,26,5,True,0.6108470713467803
"(1,2)",0.9,0.02,2,34,5,True,0.6504210717826919
"(1,2)",0.9,0.02,3,14,5,True,0.7142857142857143
"(1,2)",0.9,0.02,4,70,1,False,0.1559232157253865
"(1,2)",0.9,0.02,5,70,0,False,0.07862181096334694
"(1,2)",0.9,0.02,6,70,0,False,0.08119618252086343
"(1,2)",0.9,0.02,7,17,5,True,0.6624207244106717
"(1,2)",0.9,0.02,8,12,5,True,0.7209302325581396
"(1,2)",0.9,0.02,9,70,3,False,0.3019771831301467
"(1,2)",0.9,0.02,10,70,0,False,0.08870870148106713
"(1,2)",0.9,0.02,11,30,5,True,0.6943231441048036
"(1,2)",0.9,0.02,12,28,5,True,0.6390769711416812
"(1,2)",0.9,0.02,13,20,5,True,0.6507642360634965
"(1,2)",0.9,0.02,14,65,5,True,0.6273826052154078
"(1,2)",0.9,0.02,15,70,2,False,0.23907870589420951
"(1,2)",0.9,0.02,16,70,3,False,0.6184589116893793
"(1,2)",0.9,0.02,17,26,5,True,0.7082649131990506
"(1,2)",0.9,0.02,18,43,5,True,0.6379005095431385
"(1,2)",0.9,0.02,19,51,5,True,0.5984555984555985
"(1,2)",0.9,0.02,20,32,5,True,0.6483953072561223
"(1,2)",0.9,0.02,21,70,4,False,0.5258657545959812
"(1,2)",0.9,0.02,22,70,3,False,0.289486715424072
"(1,2)",0.9,0.02,23,23,5,True,0.6877637130801688
"(1,2)",0.9,0.02,24,37,5,True,0.5825825684606563
"(1,2)",0.9,0.02,25,52,5,True,0.6059749451224998
"(1,2)",0.9,0.02,26,23,5,True,0.6870767870647989
"(1,2)",0.9,0.02,27,70,0,False,0.08677002985924395
"(1,2)",0.9,0.02,28,15,5,True,0.6964457186544046
"(1,2)",0.9,0.02,29,17,5,True,0.6848487306304328
"(1,2)",0.9,0.02,30,70,1,False,0.15720933596332934
"(1,2)",0.9,0.02,31,60,5,True,0.5932835820895522
"(1,2)",0.9,0.02,32,61,5,True,0.6304585502562513
"(1,2)",0.9,0.02,33,70,3,False,0.3105429140279496
"(1,2)",0.9,0.02,34,70,1,False,0.1562820312992288
"(1,2)",0.9,0.02,35,15,5,True,0.6720503047139135
"(1,2)",0.9,0.02,36,70,3,False,0.30421964244111205
"(1,2)",0.9,0.02,37,11,5,True,0.6975823554361656
"(1,2)",0.9,0.02,38,70,1,False,0.16614641284714118
"(1,2)",0.9,0.02,39,70,1,False,0.1625931842280129
"(1,2)",0.9,0.02,40,14,5,True,0.6814323182090688
"(1,2)",0.9,0.02,41,45,5,True,0.6956521739130435
"(1,2)",0.9,0.02,42,7,5,True,0.7235023041474654
"(1,2)",0.9,0.02,43,70,0,False,0.08373763350693271
"(1,2)",0.9,0.02,44,70,2,False,0.2463314188497361
"(1,2)",0.9,0.02,45,60,5,True,0.5197945371806019
"(1,2)",0.9,0.02,46,70,2,False,0.2556382602410135
"(1,2)",0.9,0.02,47,70,1,False,0.17063901253326255
"(1,2)",0.9,0.02,48,70,1,False,0.17863825138263098
"(1,2)",0.9,0.02,49,70,3,False,0.3265386550008016
"(1,2)",0.9,0.02,50,56,5,True,0.6448979591836735
"(1,2)",0.9,0.02,51,45,5,True,0.6396566164154105
"(1,2)",0.9,0.02,52,18,5,True,0.703483371559633
"(1,2)",0.9,0.02,53,33,5,True,0.5744401363056159
"(1,2)",0.9,0.02,54,28,5,True,0.6916299559471366
"(1,2)",0.9,0.02,55,13,5,True,0.6673929453163707
"(1,2)",0.9,0.02,56,31,5,True,0.6647971575508348
"(1,2)",0.9,0.02,57,70,2,False,0.2435566371912048
"(1,2)",0.9,0.02,58,70,3,False,0.2902706227702653
"(1,2)",0.9,0.02,59,70,0,False,0.08041020725376301
"(1,2)",0.9,0.02,60,14,5,True,0.7136363636363636
"(1,2)",0.9,0.02,61,25,5,True,0.6847318554273597
"(1,2)",0.9,0.02,62,34,5,True,0.6798310381745147
"(1,2)",0.9,0.02,63,27,5,True,0.7066666666666667
"(1,2)",0.9,0.02,64,29,5,True,0.6384318231878924
"(1,2)",0.9,0.02,65,70,3,False,0.30998434212955384
"(1,2)",0.9,0.02,66,70,0,False,0.0862728209090536
"(1,2)",0.9,0.02,67,22,5,True,0.695067264573991
"(1,2)",0.9,0.02,68,23,5,True,0.6289398369714685
"(1,2)",0.9,0.02,69,27,5,True,0.5985464616030955
"(1,2)",0.9,0.02,70,39,5,True,0.5742830882645543
"(1,2)",0.9,0.02,71,70,2,False,0.23796619697917037
"(1,2)",0.9,0.02,72,49,5,True,0.596880484023434
"(1,2)",0.9,0.02,73,11,5,True,0.7095888434509705
"(1,2)",0.9,0.02,74,45,5,True,0.6411290322580644
"(1,2)",0.9,0.02,75,30,5,True,0.7168949771689497
"(1,2)",0.9,0.02,76,42,5,True,0.5935398576450308
"(1,2)",0.9,0.02,77,19,5,True,0.6613670314829805
"(1,2)",0.9,0.02,78,70,1,False,0.16160433701307758
"(1,2)",0.9,0.02,79,50,5,True,0.650812763395545
"(1,2)",0.9,0.02,80,70,0,False,0.08391231795573957
"(1,2)",0.9,0.02,81,70,3,False,0.3161411841677873
"(1,2)",0.9,0.02,82,32,5,True,0.6523085735648042
"(1,2)",0.9,0.02,83,70,1,False,0.16494175520035367
"(1,2)",0.9,0.02,84,19,5,True,0.6805894976501591
"(1,2)",0.9,0.02,85,22,5,True,0.674110835401158
"(1,2)",0.9,0.02,86,70,1,False,0.163473470764174
"(1,2)",0.9,0.02,87,48,5,True,0.5925921739996787
"(1,2)",0.9,0.02,88,70,0,False,0.07980273312907267
"(1,2)",0.9,0.02,89,10,5,True,0.7149200710479574
"(1,2)",0.9,0.02,90,53,5,True,0.5523381084507941
"(1,2)",0.9,0.02,91,33,5,True,0.6818181818181818
"(1,2)",0.9,0.02,92,70,3,False,0.3250751485355515
"(1,2)",0.9,0.02,93,62,5,True,0.49019525787575235
"(1,2)",0.9,0.02,94,19,5,True,0.6496436782747913
"(1,2)",0.9,0.02,95,70,5,True,0.6504664260558256
"(1,2)",0.9,0.02,96,23,5,True,0.6344984383767494
"(1,2)",0.9,0.02,97,19,5,True,0.7049326512413759
"(1,2)",0.9,0.02,98,21,5,True,0.6814323182090688
"(1,2)",0.9,0.02,99,58,5,True,0.6070038910505837
"(1,2)",0.9,0.02,100,39,5,True,0.6015325670498084
