theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(9,1)",0.9,0.02,1,0.67,0.33,0.0,0.0,0.0,0.0
"(9,1)",0.9,0.02,2,0.52,0.44,0.04,0.0,0.0,0.0
"(9,1)",0.9,0.02,3,0.45,0.43,0.12,0.0,0.0,0.0
"(9,1)",0.9,0.02,4,0.42,0.42,0.14,0.02,0.0,0.0
"(9,1)",0.9,0.02,5,0.36,0.44,0.14,0.06,0.0,0.0
"(9,1)",0.9,0.02,6,0.31,0.44,0.19,0.06,0.0,0.0
"(9,1)",0.9,0.02,7,0.28,0.45,0.21,0.05,0.01,0.0
"(9,1)",0.9,0.02,8,0.27,0.44,0.2,0.06,0.03,0.0
"(9,1)",0.9,0.02,9,0.25,0.41,0.23,0.08,0.03,0.0
"(9,1)",0.9,0.02,10,0.24,0.36,0.27,0.1,0.02,0.01
"(9,1)",0.9,0.02,11,0.18,0.35,0.28,0.11,0.07,0.01
"(9,1)",0.9,0.02,12,0.16,0.36,0.24,0.14,0.08,0.02
"(9,1)",0.9,0.02,13,0.12,0.35,0.27,0.13,0.09,0.04
"(9,1)",0.9,0.02,14,0.1,0.33,0.26,0.17,0.09,0.05
"(9,1)",0.9,0.02,15,0.09,0.33,0.25,0.15,0.11,0.07
"(9,1)",0.9,0.02,16,0.07,0.3,0.28,0.14,0.12,0.09
"(9,1)",0.9,0.02,17,0.06,0.28,0.26,0.17,0.12,0.11
"(9,1)",0.9,0.02,18,0.06,0.25,0.23,0.17,0.16,0.13
"(9,1)",0.9,0.02,19,0.06,0.18,0.22,0.24,0.14,0.16
"(9,1)",0.9,0.02,20,0.06,0.15,0.22,0.21,0.17,0.19
"(9,1)",0.9,0.02,21,0.06,0.14,0.16,0.21,0.17,0.26
"(9,1)",0.9,0.02,22,0.06,0.09,0.19,0.17,0.19,0.3
"(9,1)",0.9,0.02,23,0.04,0.09,0.19,0.17,0.17,0.34
"(9,1)",0.9,0.02,24,0.03,0.09,0.14,0.18,0.21,0.35
"(9,1)",0.9,0.02,25,0.02,0.1,0.13,0.15,0.21,0.39
"(9,1)",0.9,0.02,26,0.02,0.09,0.14,0.1,0.2,0.45
"(9,1)",0.9,0.02,27,0.02,0.09,0.12,0.12,0.12,0.53
"(9,1)",0.9,0.02,28,0.02,0.09,0.11,0.1,0.12,0.56
"(9,1)",0.9,0.02,29,0.01,0.09,0.09,0.11,0.08,0.62
"(9,1)",0.9,0.02,30,0.01,0.05,0.11,0.1,0.08,0.65
"(9,1)",0.9,0.02,31,0.01,0.04,0.1,0.07,0.11,0.67
"(9,1)",0.9,0.02,32,0.01,0.03,0.11,0.07,0.08,0.7
"(9,1)",0.9,0.02,33,0.01,0.03,0.09,0.06,0.09,0.72
"(9,1)",0.9,0.02,34,0.01,0.01,0.09,0.05,0.1,0.74
"(9,1)",0.9,0.02,35,0.01,0.01,0.07,0.06,0.09,0.76
"(9,1)",0.9,0.02,36,0.0,0.01,0.08,0.05,0.07,0.79
"(9,1)",0.9,0.02,37,0.0,0.01,0.06,0.06,0.06,0.81
"(9,1)",0.9,0.02,38,0.0,0.0,0.05,0.05,0.06,0.84
"(9,1)",0.9,0.02,39,0.0,0.0,0.01,0.09,0.04,0.86
"(9,1)",0.9,0.02,40,0.0,0.0,0.01,0.06,0.07,0.86
"(9,1)",0.9,0.02,41,0.0,0.0,0.0,0.06,0.06,0.88
"(9,1)",0.9,0.02,42,0.0,0.0,0.0,0.04,0.07,0.89
"(9,1)",0.9,0.02,43,0.0,0.0,0.0,0.03,0.07,0.9
"(9,1)",0.9,0.02,44,0.0,0.0,0.0,0.03,0.05,0.92
"(9,1)",0.9,0.02,45,0.0,0.0,0.0,0.02,0.04,0.94
"(9,1)",0.9,0.02,46,0.0,0.0,0.0,0.01,0.03,0.96
"(9,1)",0.9,0.02,47,0.0,0.0,0.0,0.01,0.03,0.96
