theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(3,1)",0.8,0.02,1,0.54,0.46,0.0,0.0,0.0,0.0
"(3,1)",0.8,0.02,2,0.42,0.51,0.07,0.0,0.0,0.0
"(3,1)",0.8,0.02,3,0.29,0.54,0.17,0.0,0.0,0.0
"(3,1)",0.8,0.02,4,0.19,0.54,0.26,0.01,0.0,0.0
"(3,1)",0.8,0.02,5,0.17,0.49,0.3,0.04,0.0,0.0
"(3,1)",0.8,0.02,6,0.13,0.43,0.37,0.07,0.0,0.0
"(3,1)",0.8,0.02,7,0.11,0.39,0.38,0.12,0.0,0.0
"(3,1)",0.8,0.02,8,0.1,0.35,0.4,0.13,0.02,0.0
"(3,1)",0.8,0.02,9,0.1,0.31,0.41,0.13,0.05,0.0
"(3,1)",0.8,0.02,10,0.1,0.27,0.43,0.12,0.07,0.01
"(3,1)",0.8,0.02,11,0.09,0.23,0.42,0.15,0.07,0.04
"(3,1)",0.8,0.02,12,0.09,0.2,0.43,0.15,0.09,0.04
"(3,1)",0.8,0.02,13,0.08,0.18,0.4,0.19,0.1,0.05
"(3,1)",0.8,0.02,14,0.08,0.17,0.39,0.18,0.11,0.07
"(3,1)",0.8,0.02,15,0.07,0.17,0.38,0.17,0.08,0.13
"(3,1)",0.8,0.02,16,0.07,0.15,0.36,0.18,0.1,0.14
"(3,1)",0.8,0.02,17,0.06,0.15,0.32,0.19,0.12,0.16
"(3,1)",0.8,0.02,18,0.06,0.15,0.32,0.18,0.09,0.2
"(3,1)",0.8,0.02,19,0.06,0.12,0.27,0.22,0.12,0.21
"(3,1)",0.8,0.02,20,0.06,0.12,0.23,0.21,0.13,0.25
"(3,1)",0.8,0.02,21,0.06,0.1,0.22,0.2,0.15,0.27
"(3,1)",0.8,0.02,22,0.06,0.1,0.22,0.15,0.18,0.29
"(3,1)",0.8,0.02,23,0.06,0.1,0.21,0.15,0.15,0.33
"(3,1)",0.8,0.02,24,0.05,0.11,0.2,0.12,0.17,0.35
"(3,1)",0.8,0.02,25,0.05,0.11,0.18,0.08,0.17,0.41
"(3,1)",0.8,0.02,26,0.05,0.1,0.18,0.09,0.14,0.44
"(3,1)",0.8,0.02,27,0.05,0.1,0.16,0.09,0.1,0.5
"(3,1)",0.8,0.02,28,0.05,0.1,0.15,0.09,0.07,0.54
"(3,1)",0.8,0.02,29,0.05,0.09,0.14,0.09,0.09,0.54
"(3,1)",0.8,0.02,30,0.05,0.09,0.14,0.06,0.08,0.58
"(3,1)",0.8,0.02,31,0.05,0.09,0.13,0.06,0.07,0.6
"(3,1)",0.8,0.02,32,0.05,0.09,0.11,0.08,0.06,0.61
"(3,1)",0.8,0.02,33,0.05,0.09,0.09,0.09,0.04,0.64
"(3,1)",0.8,0.02,34,0.04,0.1,0.09,0.06,0.06,0.65
"(3,1)",0.8,0.02,35,0.04,0.1,0.09,0.05,0.07,0.65
"(3,1)",0.8,0.02,36,0.04,0.1,0.09,0.05,0.04,0.68
"(3,1)",0.8,0.02,37,0.04,0.1,0.09,0.03,0.05,0.69
"(3,1)",0.8,0.02,38,0.04,0.1,0.08,0.03,0.06,0.69
"(3,1)",0.8,0.02,39,0.03,0.11,0.08,0.03,0.04,0.71
"(3,1)",0.8,0.02,40,0.03,0.11,0.08,0.02,0.04,0.72
"(3,1)",0.8,0.02,41,0.03,0.09,0.09,0.03,0.03,0.73
"(3,1)",0.8,0.02,42,0.03,0.09,0.09,0.02,0.03,0.74
"(3,1)",0.8,0.02,43,0.03,0.09,0.09,0.02,0.01,0.76
"(3,1)",0.8,0.02,44,0.03,0.09,0.09,0.02,0.01,0.76
"(3,1)",0.8,0.02,45,0.03,0.08,0.08,0.04,0.01,0.76
"(3,1)",0.8,0.02,46,0.03,0.07,0.08,0.04,0.01,0.77
"(3,1)",0.8,0.02,47,0.03,0.07,0.08,0.03,0.02,0.77
"(3,1)",0.8,0.02,48,0.03,0.07,0.08,0.03,0.02,0.77
"(3,1)",0.8,0.02,49,0.03,0.07,0.07,0.04,0.01,0.78
"(3,1)",0.8,0.02,50,0.03,0.07,0.07,0.03,0.02,0.78
"(3,1)",0.8,0.02,51,0.03,0.07,0.07,0.03,0.02,0.78
"(3,1)",0.8,0.02,52,0.03,0.07,0.07,0.01,0.03,0.79
"(3,1)",0.8,0.02,53,0.03,0.07,0.07,0.01,0.02,0.8
"(3,1)",0.8,0.02,54,0.03,0.07,0.07,0.0,0.03,0.8
"(3,1)",0.8,0.02,55,0.03,0.07,0.07,0.0,0.02,0.81
"(3,1)",0.8,0.02,56,0.03,0.07,0.07,0.0,0.01,0.82
"(3,1)",0.8,0.02,57,0.03,0.07,0.07,0.0,0.01,0.82
"(3,1)",0.8,0.02,58,0.03,0.07,0.07,0.0,0.01,0.82
"(3,1)",0.8,0.02,59,0.03,0.07,0.07,0.0,0.01,0.82
"(3,1)",0.8,0.02,60,0.03,0.07,0.07,0.0,0.01,0.82
"(3,1)",0.8,0.02,61,0.03,0.07,0.07,0.0,0.01,0.82
"(3,1)",0.8,0.02,62,0.03,0.07,0.07,0.0,0.01,0.82
