theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(4,1)",0.3,0.02,1,0.96,0.04,0.0,0.0,0.0,0.0
"(4,1)",0.3,0.02,2,0.56,0.44,0.0,0.0,0.0,0.0
"(4,1)",0.3,0.02,3,0.39,0.56,0.05,0.0,0.0,0.0
"(4,1)",0.3,0.02,4,0.26,0.5,0.22,0.02,0.0,0.0
"(4,1)",0.3,0.02,5,0.16,0.48,0.27,0.08,0.01,0.0
"(4,1)",0.3,0.02,6,0.08,0.46,0.28,0.15,0.03,0.0
"(4,1)",0.3,0.02,7,0.07,0.35,0.32,0.21,0.05,0.0
"(4,1)",0.3,0.02,8,0.05,0.28,0.32,0.27,0.08,0.0
"(4,1)",0.3,0.02,9,0.03,0.26,0.27,0.33,0.08,0.03
"(4,1)",0.3,0.02,10,0.02,0.2,0.29,0.32,0.13,0.04
"(4,1)",0.3,0.02,11,0.02,0.19,0.26,0.27,0.17,0.09
"(4,1)",0.3,0.02,12,0.02,0.15,0.26,0.24,0.17,0.16
"(4,1)",0.3,0.02,13,0.02,0.14,0.23,0.26,0.18,0.17
"(4,1)",0.3,0.02,14,0.02,0.1,0.22,0.26,0.2,0.2
"(4,1)",0.3,0.02,15,0.02,0.08,0.16,0.26,0.19,0.29
"(4,1)",0.3,0.02,16,0.02,0.07,0.15,0.24,0.19,0.33
"(4,1)",0.3,0.02,17,0.02,0.06,0.15,0.18,0.2,0.39
"(4,1)",0.3,0.02,18,0.02,0.04,0.14,0.14,0.23,0.43
"(4,1)",0.3,0.02,19,0.02,0.03,0.12,0.12,0.24,0.47
"(4,1)",0.3,0.02,20,0.02,0.02,0.12,0.07,0.2,0.57
"(4,1)",0.3,0.02,21,0.02,0.02,0.12,0.06,0.16,0.62
"(4,1)",0.3,0.02,22,0.02,0.02,0.08,0.09,0.11,0.68
