Child_ID,SoC_variant,theta,p_gen,true_prior,run_number,seed,attempts,unique_key_box_pairs,revisit_attempts,revisit_rate,attempts_before_abandoning_color_matching,color_matching_abandoned,boxes_opened,solved,final_theta,trajectory_file
D076,SoC-Full,"(1, 3)",0.6,0.02,1,6194301325699696576,67,27,40,0.6060606060606061,3,True,5,True,0.46637765499124334,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_001.json
D076,SoC-Full,"(1, 3)",0.6,0.02,2,2092857072747659732,70,18,52,0.7536231884057971,5,True,3,False,0.26802336266977467,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_002.json
D076,SoC-Full,"(1, 3)",0.6,0.02,3,4158429640174962874,41,27,14,0.35,7,True,5,True,0.5538626654623604,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_003.json
D076,SoC-Full,"(1, 3)",0.6,0.02,4,8701953377935007309,70,27,43,0.6231884057971014,3,True,3,False,0.39251527138869324,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_004.json
D076,SoC-Full,"(1, 3)",0.6,0.02,5,378947564626713835,37,22,15,0.4166666666666667,4,True,5,True,0.5027214517261346,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_005.json
D076,SoC-Full,"(1, 3)",0.6,0.02,6,6240183771815504936,70,25,45,0.6521739130434783,1,True,4,False,0.3749744480960517,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_006.json
D076,SoC-Full,"(1, 3)",0.6,0.02,7,5633786768445199018,31,18,13,0.43333333333333335,6,True,5,True,0.5521920668058455,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_007.json
D076,SoC-Full,"(1, 3)",0.6,0.02,8,5278825495545849088,70,20,50,0.7246376811594203,3,True,2,False,0.21290746464100788,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_008.json
D076,SoC-Full,"(1, 3)",0.6,0.02,9,6056623249885012684,70,15,55,0.7971014492753623,3,True,1,False,0.14631859841238978,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_009.json
D076,SoC-Full,"(1, 3)",0.6,0.02,10,8368846843877390888,41,20,21,0.525,3,True,5,True,0.4839886180783768,SoC-Full\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02\D076__SoC-Full__theta_1_3__pgen_0.6__prior_0.02__run_010.json
