Child_ID,SoC_variant,theta,p_gen,true_prior,run_number,seed,attempts,unique_key_box_pairs,revisit_attempts,revisit_rate,attempts_before_abandoning_color_matching,color_matching_abandoned,boxes_opened,solved,final_theta,trajectory_file
D061,SoC-Full,"(9, 1)",0.8,0.02,1,9072512836427029400,20,20,0,0.0,1,True,5,True,0.8927949735796213,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_001.json
D061,SoC-Full,"(9, 1)",0.8,0.02,2,7942762776265752908,23,23,0,0.0,1,True,5,True,0.9252849831485991,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_002.json
D061,SoC-Full,"(9, 1)",0.8,0.02,3,6687880155538869275,16,16,0,0.0,1,True,5,True,0.9181818181818181,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_003.json
D061,SoC-Full,"(9, 1)",0.8,0.02,4,9205313505751546597,17,17,0,0.0,2,True,5,True,0.9262672811059908,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_004.json
D061,SoC-Full,"(9, 1)",0.8,0.02,5,6650877938211411126,31,30,1,0.03333333333333333,1,True,5,True,0.8963963963963965,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_005.json
D061,SoC-Full,"(9, 1)",0.8,0.02,6,192844755440784418,17,17,0,0.0,1,True,5,True,0.9169106881405563,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_006.json
D061,SoC-Full,"(9, 1)",0.8,0.02,7,1279924855673184396,29,25,4,0.14285714285714285,2,True,5,True,0.8872090689606432,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_007.json
D061,SoC-Full,"(9, 1)",0.8,0.02,8,6340041652259494722,27,27,0,0.0,1,True,5,True,0.9219008336226162,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_008.json
D061,SoC-Full,"(9, 1)",0.8,0.02,9,1750250318678516379,70,15,55,0.7971014492753623,2,True,4,False,0.3095148596470237,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_009.json
D061,SoC-Full,"(9, 1)",0.8,0.02,10,2754223562484976235,24,24,0,0.0,1,True,5,True,0.9249440762508163,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_010.json
D061,SoC-Full,"(9, 1)",0.8,0.02,11,8792600523406677285,63,44,19,0.3064516129032258,2,True,5,True,0.9265033407572383,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_011.json
D061,SoC-Full,"(9, 1)",0.8,0.02,12,8421644571848169643,20,20,0,0.0,1,True,5,True,0.9281719593444537,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_012.json
D061,SoC-Full,"(9, 1)",0.8,0.02,13,6985902208369167179,33,32,1,0.03125,1,True,5,True,0.9099099099099098,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_013.json
D061,SoC-Full,"(9, 1)",0.8,0.02,14,4716428078724920722,45,33,12,0.2727272727272727,0,True,5,True,0.8700968319282586,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_014.json
D061,SoC-Full,"(9, 1)",0.8,0.02,15,1451329128503807645,30,30,0,0.0,2,True,5,True,0.8877200459998927,SoC-Full\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02\D061__SoC-Full__theta_9_1__pgen_0.8__prior_0.02__run_015.json
