theta,gen,true_prior,trialNo,P(n=0 boxes open),P(n=1 boxes open),P(n=2 boxes open),P(n=3 boxes open),P(n=4 boxes open),P(n=5 boxes open)
"(9,1)",0.01,0.02,54,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,55,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,56,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,57,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,58,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,59,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,60,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,61,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,62,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,63,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,64,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,65,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,66,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,67,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,68,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,69,0.0,0.0,0.0,0.13,0.0,0.87
"(9,1)",0.01,0.02,70,0.0,0.0,0.0,0.13,0.0,0.87
"(19,1)",0.01,0.02,1,1.0,0.0,0.0,0.0,0.0,0.0
"(19,1)",0.01,0.02,2,1.0,0.0,0.0,0.0,0.0,0.0
"(19,1)",0.01,0.02,3,0.98,0.02,0.0,0.0,0.0,0.0
"(19,1)",0.01,0.02,4,0.77,0.23,0.0,0.0,0.0,0.0
"(19,1)",0.01,0.02,5,0.53,0.36,0.11,0.0,0.0,0.0
"(19,1)",0.01,0.02,6,0.36,0.38,0.15,0.11,0.0,0.0
"(19,1)",0.01,0.02,7,0.26,0.35,0.16,0.12,0.11,0.0
"(19,1)",0.01,0.02,8,0.19,0.26,0.19,0.14,0.11,0.11
"(19,1)",0.01,0.02,9,0.14,0.22,0.12,0.18,0.12,0.22
"(19,1)",0.01,0.02,10,0.09,0.19,0.11,0.12,0.15,0.34
"(19,1)",0.01,0.02,11,0.05,0.14,0.14,0.09,0.09,0.49
"(19,1)",0.01,0.02,12,0.04,0.04,0.19,0.1,0.05,0.58
"(19,1)",0.01,0.02,13,0.03,0.03,0.11,0.15,0.05,0.63
"(19,1)",0.01,0.02,14,0.01,0.03,0.09,0.1,0.09,0.68
"(19,1)",0.01,0.02,15,0.01,0.01,0.05,0.13,0.03,0.77
"(19,1)",0.01,0.02,16,0.01,0.0,0.02,0.12,0.06,0.79
"(19,1)",0.01,0.02,17,0.01,0.0,0.01,0.1,0.04,0.84
"(19,1)",0.01,0.02,18,0.01,0.0,0.0,0.1,0.01,0.88
"(19,1)",0.01,0.02,19,0.01,0.0,0.0,0.1,0.0,0.89
"(19,1)",0.01,0.02,20,0.01,0.0,0.0,0.1,0.0,0.89
"(19,1)",0.01,0.02,21,0.01,0.0,0.0,0.1,0.0,0.89
"(19,1)",0.01,0.02,22,0.0,0.01,0.0,0.1,0.0,0.89
"(19,1)",0.01,0.02,23,0.0,0.01,0.0,0.1,0.0,0.89
"(19,1)",0.01,0.02,24,0.0,0.0,0.01,0.1,0.0,0.89
"(19,1)",0.01,0.02,25,0.0,0.0,0.01,0.1,0.0,0.89
"(19,1)",0.01,0.02,26,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,27,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,28,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,29,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,30,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,31,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,32,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,33,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,34,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,35,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,36,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,37,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,38,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,39,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,40,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,41,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,42,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,43,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,44,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,45,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,46,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,47,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,48,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,49,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,50,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,51,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,52,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,53,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,54,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,55,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,56,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,57,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,58,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,59,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,60,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,61,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,62,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,63,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,64,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,65,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,66,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,67,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,68,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,69,0.0,0.0,0.0,0.11,0.0,0.89
"(19,1)",0.01,0.02,70,0.0,0.0,0.0,0.11,0.0,0.89
