Child_ID,SoC_variant,theta,p_gen,true_prior,run_number,seed,attempts,unique_key_box_pairs,revisit_attempts,revisit_rate,attempts_before_abandoning_color_matching,color_matching_abandoned,boxes_opened,solved,final_theta,trajectory_file
D037,SoC-Gen,"(19, 1)",0.9,0.02,1,934832678230017697,28,27,1,0.037037037037037035,0,True,5,True,0.951219512195122,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_001.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,2,4683624843187810404,30,30,0,0.0,0,True,5,True,0.9386666666666666,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_002.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,3,2010080220073849781,30,29,1,0.034482758620689655,0,True,5,True,0.9359999999999999,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_003.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,4,6896460380984209456,10,10,0,0.0,2,True,5,True,0.9561643835616438,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_004.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,5,6594128681160379569,28,27,1,0.037037037037037035,1,True,5,True,0.9293333333333333,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_005.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,6,1828145919928788133,27,27,0,0.0,0,True,5,True,0.9564917563667219,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_006.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,7,4647280745302885942,26,26,0,0.0,0,True,5,True,0.9324166666666666,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_007.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,8,1385318635787599081,35,35,0,0.0,1,True,5,True,0.9384560733075666,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_008.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,9,2737239059605444499,23,23,0,0.0,0,True,5,True,0.9535519125683061,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_009.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,10,3937891183076414684,30,30,0,0.0,1,True,5,True,0.9476510067114093,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_010.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,11,1825438740906024560,32,32,0,0.0,1,True,5,True,0.9582737444266846,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_011.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,12,7521519903182383430,50,40,10,0.20408163265306123,1,True,5,True,0.910212828475751,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_012.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,13,4492042117988035338,17,17,0,0.0,0,True,5,True,0.9587912087912088,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_013.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,14,5068331698628823360,9,9,0,0.0,1,True,5,True,0.9586776859504132,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_014.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,15,5350589086868114976,22,22,0,0.0,2,True,5,True,0.9556210130058787,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_015.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,16,3802967162449101804,25,25,0,0.0,1,True,5,True,0.953574077178586,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_016.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,17,713643415977036233,16,16,0,0.0,1,True,5,True,0.9486486486486487,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_017.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,18,8352352712180481725,45,40,5,0.11363636363636363,0,True,5,True,0.9269238652232741,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_018.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,19,114124616420243460,23,23,0,0.0,2,True,5,True,0.9525745257452574,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_019.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,20,5845421302167689492,23,23,0,0.0,0,True,5,True,0.9539295392953929,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_020.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,21,4261779394773755598,37,37,0,0.0,1,True,5,True,0.9346666666666666,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_021.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,22,1569837136081525408,24,24,0,0.0,1,True,5,True,0.9579706809198656,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_022.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,23,44972676975095704,19,19,0,0.0,0,True,5,True,0.9373333333333334,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_023.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,24,8071502053915704786,25,25,0,0.0,1,True,5,True,0.9346666666666666,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_024.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,25,7016043434526971292,15,15,0,0.0,0,True,5,True,0.946524064171123,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_025.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,26,4892127349901441912,17,17,0,0.0,1,True,5,True,0.951261610576829,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_026.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,27,4551217229089734885,47,40,7,0.15217391304347827,1,True,5,True,0.9211927633532222,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_027.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,28,8989950215421705295,15,15,0,0.0,1,True,5,True,0.9586776859504132,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_028.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,29,110251875674100330,31,29,2,0.06666666666666667,1,True,5,True,0.9419426937376569,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_029.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,30,4491078791703143920,16,16,0,0.0,0,True,5,True,0.9581720818845977,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_030.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,31,1303967874276041174,23,23,0,0.0,1,True,5,True,0.94,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_031.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,32,8278998772141191346,38,38,0,0.0,0,True,5,True,0.9422043010752688,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_032.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,33,8695386562695296797,17,17,0,0.0,1,True,5,True,0.9582457347142428,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_033.json
D037,SoC-Gen,"(19, 1)",0.9,0.02,34,9032264919347465034,20,20,0,0.0,1,True,5,True,0.956343792633015,SoC-Gen\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02\D037__SoC-Gen__theta_19_1__pgen_0.9__prior_0.02__run_034.json
